EPI,EPI_corr,MF_tau3_d8,MF_tau4_d13,MF_tau6_d16,sib
0.9663475077442973,0.9708532807659814,0.3903125880033793,0.2939547545292406,0.29827278700835447,0.9752182483807378
0.9988756613756613,0.9988756613756613,0.33624338624338623,0.3404100529100529,0.3362103174603175,0.998941798941799
0.9956203740200588,0.9956203740200588,0.48799982481496074,0.42075066789296195,0.3574431743529103,0.9969780580738404
0.8253390256152687,0.9594843462246777,0.6690105474635861,0.5685585133098946,0.5479658463083877,0.9588983760254479
0.9776923076923077,0.9757692307692308,0.2553205128205128,0.3340384615384615,0.35910256410256414,0.9724358974358974
0.9966231902410199,0.9975940230467266,0.6178928707103963,0.5663121016419738,0.46329829893208396,0.9988603267063442
0.9902338559659846,0.9978297457702189,0.3923288156612632,0.495017273452033,0.4765258215962442,0.9980954911861104
0.9680204280155642,0.9770184824902723,0.24781128404669261,0.24683852140077822,0.22178988326848248,0.9844357976653697
0.9905881418529845,0.9951550772407768,0.5668162503474842,0.4254795282157182,0.3404153925578809,0.9959890393550693
0.9903370144706778,0.9882425742574257,0.28320163747143945,0.1587014470677837,0.17281511805026656,0.9798172124904798
0.9983914993176058,0.9982940144277637,0.722460518619614,0.5280269058295963,0.4984889842074479,0.9990738935465003
0.9786195286195286,0.9752525252525253,0.39709595959595956,0.4313762626262626,0.3669612794612795,0.9795454545454546
0.9673753431654217,0.9666092064100108,0.34731532911958113,0.42099214709825705,0.40282832152205833,0.9737598161271787
0.990062893081761,0.9916981132075472,0.6263102725366876,0.49299790356394135,0.4494758909853249,0.9938364779874214
0.9502882967118592,0.9493532803490728,0.40088826554464696,0.4758454106280194,0.32242480910082594,0.9519245753467352
0.969859514687101,0.969859514687101,0.45989782886334607,0.5200510855683269,0.4519795657726692,0.9712643678160919
0.9988464311463591,0.9987503004085556,0.8551790434991589,0.7296803652968037,0.702475366498438,0.9988944965152609
0.9990341111280566,0.9989832748716384,0.8155152254587973,0.606451120939454,0.6667175029230847,0.9993391286665649
0.9962651727357609,0.9962651727357609,0.42140189409096973,0.4002601040416166,0.3922235560891023,0.9965986394557823
0.7719438303447147,0.9222959141897977,0.38268648161794805,0.31005895357406044,0.3357487922705314,0.8952755260787685
0.9950738916256158,0.9964017991004498,0.45208824159348904,0.4497965303062754,0.3989505247376312,0.9901477832512315
0.983662084080494,0.9818688981868899,0.4348226738394102,0.3994321578003587,0.2650428372185694,0.9819685196254233
0.9497193068098609,0.9917500610202588,0.46863558701488894,0.4563094947522577,0.44715645594337317,0.9872589699780326
0.7949829931972789,0.9729591836734693,0.5625,0.43339002267573695,0.4425170068027211,0.9717120181405896
0.9999084249084249,0.9999084249084249,0.7126373626373627,0.6154532967032967,0.5652472527472527,0.9994505494505495
0.99607776981148,0.99607776981148,0.49006790097423125,0.41832904559065415,0.5123782210788241,0.998102146682974
0.9938827716605494,0.9948837726615505,0.21688355021688357,0.34617951284617954,0.3349460571682794,0.996385274163052
0.9438478612994181,0.9438478612994181,0.47801307816905636,0.31810546523486716,0.28627992081108644,0.9524866518687383
0.992693908758814,0.9875966357998471,0.5645654574802481,0.36373290289695015,0.3655169484325886,0.9964319089287231
0.967155870445344,0.9685222672064777,0.4931174089068826,0.42535425101214575,0.4177378542510121,0.9701923076923076
0.9880807466017448,0.9905153175086224,0.33077196185838914,0.27277338202475143,0.27693244065733413,0.9919862040981944
0.9661084529505582,0.9597953216374269,0.46378256246677296,0.42357788410419994,0.4219497607655503,0.9629186602870814
0.9922410836762688,0.9922410836762688,0.6139188957475994,0.5259559327846365,0.45507544581618664,0.9951560356652949
0.9869107744107745,0.9874579124579126,0.6902356902356903,0.4540824915824916,0.4543350168350168,0.9906986531986532
0.9901560096682048,0.9889255108767303,0.5848604702263238,0.40975609756097564,0.44218852999340796,0.9872116018457482
0.9270259000138998,0.976648288004448,0.44185238382059955,0.25913913728397353,0.26831302413936897,0.9843395264791734
0.971935261707989,0.971935261707989,0.6006800964187327,0.5399018595041323,0.4478305785123967,0.9983643250688705
0.9713925481500805,0.9689578713968957,0.48534846311029956,0.37502717273162034,0.43387244032868133,0.9450893439415678
0.9476325270200721,0.9792846114256305,0.3823983530622749,0.49420998455995885,0.4424858466289243,0.9980699948533196
0.9897567221510883,0.9894579598804951,0.563038839095177,0.573495518565941,0.5138284250960308,0.9871532223644899
0.9911271912822501,0.9899642503338071,0.40078390834302446,0.3708489468923633,0.40758926648576477,0.9884998061765086
0.9589985486211902,0.9847605224963716,0.6649355950653121,0.6173802612481858,0.4580914368650218,0.9902485486211902
0.9704964328180737,0.9822384066587395,0.40086206896551724,0.33557520808561236,0.3287752675386445,0.9838733650416172
0.9994896982841105,0.9994896982841105,0.8377559482043758,0.7378962811762454,0.5920775658608153,0.9992983351406519
0.9501107702794819,0.9700494205862303,0.6284509202453988,0.5942825494205862,0.5152096114519428,0.9648517382413087
0.9983691220440337,0.9983691220440337,0.4069946543444777,0.36613210111443323,0.24716861465978074,0.9987315393675817
0.9029487179487179,0.9311538461538462,0.47440170940170945,0.4767521367521368,0.3914957264957265,0.9105555555555556
1.0,0.9999543378995435,0.8510730593607305,0.7935616438356164,0.6800913242009134,1.0
0.9951087873165795,0.9960785967279473,0.7138640580199023,0.5804941811435318,0.4949822904368359,0.9930848372406814
0.8948514851485149,0.9771782178217822,0.27356435643564353,0.3144059405940594,0.32693069306930694,0.9811881188118812
0.9555435077256709,0.9519517484413119,0.4528327460016265,0.41427216047709403,0.38303063160748174,0.9244375169422607
0.9695670995670995,0.9695670995670995,0.47621212121212125,0.3408225108225108,0.334978354978355,0.9719480519480519
