EPI,EPI_corr,MF_tau3_d8,sib
0.9998585172608941,1.0,0.4911809092624033,1.0
0.963768115942029,0.963768115942029,0.4553140096618357,0.9680416202155333
0.979232120986208,0.979232120986208,0.4224133340433463,0.9813621598594174
0.9990842490842491,0.9987179487179487,0.7701465201465202,0.9992673992673992
0.7975490196078432,0.9606372549019608,0.3115686274509804,0.8770098039215686
0.9991496598639455,0.9991496598639455,0.7254008746355685,0.999514091350826
0.9524929661915964,0.9577049029103823,0.6026936026936027,0.9610257829435911
0.9994833948339483,0.9994833948339483,0.7329889298892991,0.9995571955719558
0.9992907801418439,0.9995567375886525,0.238209219858156,0.999645390070922
0.9895692567567567,0.989991554054054,0.5038851351351352,0.9793918918918919
0.8143341593843747,0.9186122342506847,0.33715925394548063,0.9056127994435025
0.9994697773064687,0.9994697773064687,0.6424531636620714,0.9993814068575467
0.8672746959853408,0.8672746959853408,0.5051640846243545,0.9902132267199732
0.9145893719806764,0.966634460547504,0.3940740740740741,0.9692109500805153
0.9993326659993327,0.9994438883327772,0.41675008341675013,0.9993882771660549
0.9997489014438168,0.9998744507219084,0.5718769617074702,0.9998744507219084
0.9369689784627544,0.9100968188105117,0.6495257854179015,0.9390930646117368
0.9981370192307693,0.9982572115384616,0.7992187500000001,0.9983774038461538
0.995085685483871,0.995085685483871,0.7390372983870966,0.9957157258064515
0.9290522403468924,0.9290522403468924,0.4463762130910593,0.9352054511666321
0.999329046687168,0.9992731339110986,0.7648308638523902,0.9992172211350293
0.9203814338235294,0.9478400735294118,0.3565027573529412,0.9385340073529411
0.9741958289148109,0.9776422764227642,0.47088193708024034,0.9736656062212796
0.9974147065056156,0.9984742530197076,0.659376986649714,0.9988980716253444
0.9131620586275816,0.9695619586942038,0.5067038640906063,0.9676049300466356
1.0,1.0,0.8001850138760407,1.0
0.9999110320284698,0.9999110320284698,0.7572508896797153,1.0
0.9717683881064163,0.9717683881064163,0.4720500782472613,0.9733333333333333
0.9491057997660037,0.9572538860103625,0.43916095604211935,0.965986963062009
0.9946418085731064,0.9960364063417498,0.8381532589547857,0.9973576042278331
0.9994987468671679,0.9994987468671679,0.6310776942355891,0.9994987468671679
0.996109459695751,0.9970274523518098,0.46996852596607797,0.9976831613918516
0.9686082093489501,0.9766803840877916,0.47029650733354444,0.9788962751925715
0.996506049228202,0.9963496036712558,0.28540884438881936,0.9980183562786817
0.9968220338983051,0.9971751412429378,0.6166357697740114,0.9973075564971752
0.9751633986928104,0.9727668845315904,0.43779956427015254,0.9782135076252724
0.990282566835341,0.990282566835341,0.6265057543325422,0.9907303748152793
0.9998546511627907,1.0,0.7087209302325581,0.9999515503875969
0.9707792207792207,0.9630735930735932,0.5983116883116882,0.9677922077922078
0.9437928408225439,0.9437928408225439,0.573952779893374,0.9431327748159432
0.9400972590627763,0.979266136162688,0.46268788682581785,0.9710433244916002
0.9834143908217982,0.9834143908217982,0.46982167352537724,0.9927671779523631
0.9962277548484445,0.9962277548484445,0.7341232858474237,0.9987573780677229
0.969062153163152,0.9681834998150204,0.7564974102848686,0.9710044395116537
0.9987129987129987,0.998804927376356,0.6421676778819636,0.9987589630446774
0.9998153277931671,0.9999076638965836,0.6986149584487534,1.0
0.880538936718712,0.880538936718712,0.7324286200690695,0.9782576973588208
0.9996734617717031,0.9996734617717031,0.8635070205719084,0.9997201100900313
0.9995659722222222,0.9997829861111112,0.5083550347222222,0.9998914930555556
0.9981548783897121,0.9987699189264747,0.3208275090858261,0.999329046687168
0.9902534113060428,0.9917050308987599,0.5770395255277675,0.9921612541993281
0.9998456790123457,0.9997427983539094,0.7354423868312756,0.9996399176954732
0.9988193624557261,0.9988193624557261,0.6954611045520137,0.9989942717215444
0.9903384666750136,0.9958265514794875,0.5513960185301113,0.9973707274320771
0.9138775510204082,0.9328163265306123,0.5757551020408164,0.917142857142857
0.942550505050505,0.942550505050505,0.4263888888888889,0.9585016835016835
0.9994716914678171,0.9994716914678171,0.828916086994805,0.9995597428898476
0.9991735537190083,0.9990358126721763,0.7474517906336087,0.9990358126721763
0.9394011032308905,0.9432624113475178,0.17553191489361702,0.8747044917257683
0.927231807951988,0.9221055263815954,0.5875843960990247,0.9994998749687422
0.9954178885630498,0.9978005865102639,0.7869012707722385,0.9958455522971652
0.9104255319148935,0.9137872340425531,0.49978723404255315,0.9459574468085107
0.9576550387596899,0.9915374677002584,0.7574935400516796,0.9940568475452196
0.9835942704863425,0.9828031312458362,0.5771985343104598,0.9764323784143905
0.9969940806511284,0.9969940806511284,0.6550591934887161,0.9971790603033667
0.9485373781148428,0.9642053504458705,0.3059838319859988,0.960955079589966
0.9425287356321839,0.9845134684566113,0.4343248223216636,0.9868386417478284
0.9828641370869033,0.9837821297429621,0.4670396922538905,0.984656408463018
0.9466424968474147,0.9448297604035308,0.6104192938209332,0.9522383354350568
1.0,0.9996380308880308,0.5600868725868726,1.0
0.8425790754257908,0.9674371451743715,0.5160583941605839,0.9652473641524737
0.9496592183590717,0.9571219049262358,0.438702441549478,0.9676904494866707
0.9987234042553191,0.9992021276595744,0.8094148936170212,0.9997872340425531
0.9971410006497726,0.9971410006497725,0.6179770413688541,0.9980940004331817
0.9425287356321839,0.954093940683979,0.4592024975166738,0.9544487015751384
0.9998238971559391,0.9998238971559391,0.648542748965396,1.0
0.967897050741894,0.963317457409782,0.5488413628869756,0.9623557428100384
0.9440371456500487,0.9440371456500487,0.4333333333333333,0.9473118279569892
0.9997475385003787,0.9999495077000757,0.4057561221913658,0.9999495077000757
0.8367647058823529,0.988781512605042,0.6615546218487396,0.9541596638655463
0.9965302581896113,0.9962241045004592,0.37174711705276053,0.997448719257067
0.9992346938775512,0.9991496598639457,0.8542517006802721,0.9990646258503402
0.9935139573070608,0.9904351395730706,0.6437807881773399,0.9903940886699508
0.9923917284432306,0.9927818962153726,0.3402262973078424,0.9926518402913252
0.9718147828587863,0.9753892929043921,0.66670775298903,0.979539011463084
0.9739212400502724,0.9750209467951403,0.3580330959363217,0.9816715542521994
0.9896362388469457,0.9911461908030199,0.31750171585449555,0.989155799588195
0.9889325091881056,0.9882642833277648,0.6499331774139658,0.9939442031406616
0.9994285714285714,0.9990769230769231,0.6061098901098901,0.9984175824175825
0.9985281385281386,0.9986580086580087,0.42246753246753244,0.9992207792207792
0.9951817413355875,0.9977176669484362,0.4655959425190195,0.9973795435333896
0.9786427679686106,0.9722222222222222,0.4691011235955056,0.9864455145354022
0.9998220640569395,0.9998220640569395,0.7111209964412811,0.9999110320284698
0.9830541794448375,0.9858850357788786,0.5031847133757962,0.9851380042462844
0.9790790888649917,0.9825496138429954,0.337105288884544,0.9834294652458696
0.9789473684210527,0.9721284342932803,0.8498841443230718,0.9933796756041047
0.9678260869565218,0.9866459627329194,0.2604968944099379,0.9890062111801242
0.9994929006085191,0.9994929006085193,0.7758874239350912,0.9997971602434078
0.9986919555264879,0.9986919555264879,0.4891268803139307,0.9989372138652715
0.9997294372294373,0.9997294372294373,0.6045995670995671,1.0
0.9431734317343173,0.9689365984568936,0.36591747735659175,0.9779939617577994
0.9115927072583421,0.9430875664105798,0.33730841264380995,0.9595229904827428
0.9382188915998606,0.9382188915998606,0.5102169745555943,0.9405716277448588
0.9990468409586056,0.9986383442265795,0.39746732026143783,0.9991830065359477
0.9695454545454546,0.9695454545454546,0.5164015151515151,0.9703787878787877
0.8302367941712203,0.9458004452539973,0.3795587937664441,0.958267557174661
0.9985113140134975,0.9985609368797143,0.711294164350933,0.9984616911472807
0.9934744268077602,0.9928571428571429,0.5769620811287478,0.984347442680776
0.9921223354958294,0.9932597522958968,0.5390091835874968,0.9944814221922655
0.9989113729508197,0.9989113729508197,0.8839971823770492,1.0
0.9993055555555554,0.9993055555555554,0.6455295138888888,0.9996527777777778
0.9326424870466322,0.9510547742413027,0.32327905255366396,0.9302368615840118
0.9868389131489568,0.9830179524502669,0.3335152838427948,0.9865963124696749
0.9596051758460518,0.9601028533510285,0.6150879230258791,0.9665311877903119
0.7881807973048849,0.8074817518248175,0.39865244244806286,0.8899494665918023
