EPI,EPI_corr,MF_tau3_d8,MF_tau5_d12,MF_tau6_d16,sib
0.9848958333333333,0.99140625,0.8847330729166667,0.7787760416666666,0.7813802083333332,0.9908203125
0.9992467210209145,0.999379652605459,0.7465216235377526,0.6626639489542716,0.6826036866359447,0.999556894718185
0.9965351812366737,0.9956911869225302,0.7174840085287846,0.6180259417199716,0.6128287135749824,0.996224235963042
0.9945222533457828,0.9938375350140056,0.5520697167755991,0.48857765328353564,0.7378151260504202,0.9956427015250544
0.9992455677102979,0.9992455677102979,0.44969553268308454,0.7400441881769682,0.7140162741822493,0.9995688958344561
0.9572121212121212,0.9572727272727273,0.4816969696969697,0.3670606060606061,0.38521212121212123,0.978909090909091
0.982326412871247,0.975582009507171,0.2024336732620972,0.3622679072035104,0.42156583919067164,0.9678218827448909
0.955532279565797,0.9620072367168159,0.473552656636831,0.3987335745572272,0.31774900019043995,0.9663397448105122
0.9750772134522991,0.983013040494166,0.5292767673301304,0.5213194921070693,0.4767930679478381,0.9825840768702814
0.9743037974683545,0.9726582278481013,0.6016455696202532,0.47993670886075945,0.39981012658227844,0.9730379746835442
0.9969606262951877,0.9969606262951877,0.3556527745797835,0.3384296569191803,0.6061017729679945,1.0
0.9915320425864267,0.990997656924405,0.3291199079212398,0.4995272742220579,0.5642701525054465,0.9913265096394952
0.9743209876543211,0.9854732510288067,0.5450617283950617,0.445761316872428,0.527283950617284,0.9909465020576131
0.9997340142568358,0.9995744228109373,0.48909458453026916,0.5528247685924035,0.5468134907968933,0.9998936057027343
0.9910300925925926,0.9969135802469136,0.5311535493827161,0.5257523148148149,0.6531635802469136,0.998167438271605
0.9847180006754476,0.9874620060790273,0.6706349206349206,0.5928107058426206,0.5347433299560957,0.9948919284025667
0.9938382136085948,0.995049504950495,0.45470823678112493,0.2138719191068043,0.22553718137771223,0.9951021697914473
0.9959944270289097,0.9959944270289097,0.7467563566701498,0.7417711598746082,0.72923197492163,0.9954719609892022
0.9933304244841987,0.9940784142616718,0.9637848282740136,0.8952814311537742,0.8891728479710778,0.9975067007417565
0.982788296041308,0.9826735513482501,0.3465863453815261,0.43637406769936893,0.38123924268502585,0.984968445209409
0.9580224354093702,0.9604081011116188,0.42157758489416786,0.2974975889548754,0.2893254149535557,0.9576671234962693
0.9864186756845206,0.9842914803098068,0.5188720410166904,0.30808879677102646,0.31147049198210974,0.9874004581651575
0.9975197094516787,0.9977854548675702,0.7834174860483658,0.6199840552750464,0.6485959783860394,0.9977411639649215
0.9981203007518797,0.9995577178239717,0.877156125608138,0.7893631136665192,0.7375608137992039,1.0
0.9934542201984062,0.9927223938851846,0.5605382989103919,0.5231338429012847,0.521995446414051,0.9944299886160352
0.9983133749367515,0.9983133749367515,0.6408121099679541,0.5332054309327037,0.5235284196323158,0.9963315904874347
0.9990259740259739,0.9989448051948051,0.8738230519480519,0.7479301948051948,0.7908279220779221,0.9991883116883117
1.0,1.0,0.8372543461829176,0.730347694633409,0.7748960695389265,1.0
0.9795394893820091,0.9960033404915295,0.8030303030303031,0.7755607253638751,0.7472560248150799,0.9966595084705321
0.9873794998370047,0.9851441344944815,0.5498067340380943,0.373049876589205,0.3731895869231127,0.9852372747170866
0.9515203182722364,0.9517476555839728,0.15760159136118215,0.13015061096902528,0.12872975277067347,0.9604433077578857
0.9997369390224653,0.9998947756089862,0.7923922765296996,0.7148419003525016,0.7251538906718576,1.0
0.9285024154589372,0.9291325351816845,0.32799831968073934,0.31199327872295735,0.30371770636420925,0.9371980676328502
0.9987400069516859,0.9982620785540494,0.563238616614529,0.45288060479666314,0.466262599930483,0.998348974626347
0.9991830065359477,0.9991830065359477,0.7170751633986928,0.6840686274509804,0.8515522875816993,0.9998366013071895
0.9985590167408349,0.9987709260436533,0.37550328459419363,0.3759694850603941,0.35901674083492263,0.9987709260436533
0.9950617283950618,0.995216049382716,0.565817901234568,0.3976851851851852,0.34830246913580254,0.9950617283950618
0.9855373831775701,0.9939252336448599,0.5949532710280374,0.5186214953271028,0.5610747663551402,0.9904205607476636
0.9828718241507279,0.9832286611475878,0.2856480159862975,0.2170282614901513,0.2250927776191836,0.9857265201256067
0.9983610856168874,0.9983610856168874,0.6389799396879507,0.5063589878064769,0.5063589878064769,0.9971810672610463
0.9992865296803654,0.9992865296803654,0.8525494672754949,0.7224362633181126,0.721437404870624,0.9996194824961948
0.9779014844804319,0.9754132928475034,0.7304318488529015,0.4830887314439946,0.3973515519568151,0.9772688933873145
0.9864953271028037,0.9787850467289719,0.3529906542056075,0.3004672897196262,0.23775700934579438,0.9911682242990654
0.9959444064707222,0.99626338573707,0.8170426065162907,0.7140806561859193,0.7299384825700616,0.9964456596035542
0.9990945674044266,0.9993963782696177,0.10759557344064384,0.4795774647887324,0.5474849094567404,0.9994969818913481
0.9934210526315789,0.9968395252837977,0.3221749226006192,0.21517027863777094,0.2294891640866873,0.9986455108359134
0.9997126987167209,0.9996169316222946,0.7146619421566749,0.6152556981421184,0.7252442060907873,0.9997126987167209
0.963289393010423,0.9755518087063151,0.3894083384426732,0.27375843041079095,0.286480686695279,0.9825260576333538
0.9823992883466768,0.9813826407421528,0.5004765535646206,0.45517219468801623,0.6292413267251239,0.9828440716736562
0.997861260926167,0.997861260926167,0.5313371768644226,0.4793565185047424,0.478426631950902,0.9989771247907755
0.9591044569210508,0.9790670271019616,0.4557427046510016,0.30581548485478616,0.2995078671934567,0.9912663755458515
0.9993388429752066,0.9993388429752066,0.22132231404958674,0.6054545454545455,0.5803305785123967,0.9995867768595041
0.9814423302795395,0.9810899694620625,0.4834390415785764,0.3935870331219168,0.37802443035001176,0.9803852478271082
0.9996425507577924,0.9997140406062339,0.7535030025736345,0.7092507863883329,0.7166499857020303,0.9994280812124678
0.9994990892531875,0.9994535519125682,0.6972905282331513,0.6525500910746812,0.6355191256830601,0.9996357012750454
0.9640958605664488,0.9769063180827886,0.4257952069716776,0.42827886710239654,0.44026143790849676,0.9773420479302832
0.9995288877467986,0.9995288877467986,0.6596428112553001,0.5887190029551588,0.5798535269176409,0.9993575742001799
0.9796888504753674,0.998314606741573,0.5520527225583406,0.5385911840968021,0.4547968885047537,0.9973206568712186
0.9981225465096433,0.9978665301245946,0.7852022529441883,0.777095067417648,0.6861239119303636,0.9983785628946918
0.9894038423450188,0.9898494751435927,0.5073776985541691,0.37839176074470193,0.29406813230342643,0.988066943949297
0.9990766389658355,0.9989843028624192,0.23758079409048938,0.23758079409048938,0.23065558633425667,0.9990766389658355
0.786734693877551,0.9523957409050576,0.5252883762200532,0.4403726708074534,0.44982253771073644,0.9554569653948536
0.9496564482029598,0.9610200845665962,0.41204193093727975,0.48392353770260743,0.4846723044397463,0.9554704016913319
0.9995973019228833,0.9998993254807209,0.4210208396254908,0.4182522903453136,0.43068559347629115,0.9999496627403605
0.971001221001221,0.9751729751729752,0.40038665038665033,0.3828856328856329,0.42155067155067155,0.9782254782254782
0.9848363926576216,0.986479508004319,0.6924088070982582,0.6080465705835406,0.6123421435613352,0.9939439462936013
0.9796404591726229,0.9796404591726229,0.7176738141650423,0.725850119124973,0.7058154645873944,0.9991877842755036
0.9933089167488378,0.9943654035779687,0.43354697844766865,0.2774334413297648,0.30271869277363006,0.9923228623749824
1.0,1.0,0.8765291607396871,0.7743954480796585,0.7719298245614035,1.0
0.9928571428571429,0.9928571428571429,0.35874999999999996,0.3412797619047619,0.39089285714285715,0.9935119047619048
0.981861037097766,0.9889321582291453,0.7152080344332855,0.5396597663455626,0.5192150030744005,1.0
0.9869186046511628,0.9877906976744186,0.648671096345515,0.6042774086378737,0.5909468438538207,0.9898671096345515
0.999864314789688,0.999864314789688,0.5,0.5,0.7293758480325644,0.9997964721845318
0.9895813953488373,0.9909767441860465,0.4757209302325581,0.44288372093023254,0.4845581395348837,0.990139534883721
0.9861942117626202,0.9966759739396357,0.5167974116917077,0.5257279617072198,0.5372290918760803,0.9962327704649204
0.9972213646187095,0.9995368941031182,0.8176391890501182,0.575331892559432,0.5755891736132551,0.9998456313677061
0.9975609756097561,0.9975609756097561,0.7168699186991869,0.6596657633242998,0.6335140018066847,0.9981481481481481
0.9990646258503401,0.9990646258503401,0.5886904761904762,0.5888605442176871,0.4848639455782313,0.9993197278911564
0.961111111111111,0.9539780521262003,0.6665980795610426,0.4354252400548697,0.40661865569272976,0.9569958847736626
0.9989537925021796,0.9992153443766347,0.6109851787271142,0.5766782911944202,0.6725370531822144,0.9998256320836966
0.89375,0.8926630434782609,0.6311917701863353,0.5607725155279503,0.33076475155279506,0.897554347826087
0.9930843706777317,0.9994148313650388,0.8110437280561762,0.7621821470369188,0.7013512075752739,0.9995212256623045
0.8924539512774807,0.9215686274509804,0.6303624480095068,0.6588829471182412,0.5293325410972469,0.9040602099425629
1.0,0.9999500624219725,0.5342821473158552,0.4102621722846442,0.4681897627965044,1.0
0.9279894560268394,0.973939611790079,0.45890246824826264,0.26929067816918284,0.3425892643182363,0.9858015815959741
0.9995771670190274,0.9995771670190274,0.9093023255813955,0.8946441155743481,0.8675828047921071,0.9995771670190274
0.9603119017602839,0.9625531120138209,0.4283046178269599,0.3947798477844703,0.42972872017556146,0.9637204090208714
0.9971139971139972,0.9865319865319866,0.3665624498957833,0.3583453583453583,0.3424322590989257,0.9906204906204907
0.9990875912408759,0.9990875912408759,0.3007631055076311,0.2414565361645654,0.4670703384207034,0.9991705374917054
0.9837869476148668,0.9891717881182324,0.5665203394790751,0.3541703248463564,0.36927129060579456,0.9927421714954638
0.9772069883142427,0.992710864283235,0.5,0.6459851903274327,0.48171931042462107,0.9921323614485711
0.9917954815695601,0.9920332936979785,0.3975624256837098,0.36985731272294886,0.4637336504161712,0.9941736028537456
0.996204519675421,0.9938923305121716,0.5258267166913883,0.5930547072681267,0.5895646104179392,0.9970770438879678
