EPI,EPI_corr,MF_tau3_d12,MF_tau3_d8,MF_tau4_d13,MF_tau4_d16,MF_tau5_d12,MF_tau6_d18,MF_tau9_d24,sib
0.9510818820281737,0.9339097958023789,0.27053140096618356,0.3838346932976089,0.2702472293265132,0.2702472293265132,0.2721958348556814,0.25957049486461253,0.250720578086307,0.8710672674867048
0.9824849480021894,0.9969685486926866,0.5570712812092122,0.5570712812092122,0.5792177171487516,0.48486379520862277,0.5570712812092122,0.3899625278935624,0.40191991916129843,0.9930529240874069
0.9752482734284419,0.9803901799667288,0.4830871603569088,0.4975550738518929,0.4784997731511822,0.45707516257498615,0.4643847355951001,0.29739880022180776,0.30233906336643646,0.9869435902606241
0.9692427385892116,0.974896265560166,0.8249481327800829,0.8249481327800829,0.6893153526970955,0.6674014522821577,0.825051867219917,0.6577022821576763,0.5172717842323652,0.9605809128630706
0.9937074829931972,0.9973356009070294,0.8162698412698413,0.8992063492063491,0.8455782312925171,0.7950113378684809,0.8682539682539683,0.7136337868480725,0.5985260770975057,0.9976757369614512
0.9996732636295743,0.9997666168782673,0.789488424197162,0.7890216579536968,0.7838405526512324,0.6646284540702017,0.7886482449589245,0.5939600448095593,0.6463312173263629,0.9995332337565347
0.9969591845475181,0.9959313032678059,0.7473125187374191,0.7050409011092552,0.7375048181934988,0.684911559381558,0.6854683284080689,0.6097049124159495,0.6194697845732151,0.9943038245749282
0.9978052126200274,0.9974759945130316,0.39862825788751716,0.5446364883401921,0.3786008230452675,0.29366255144032927,0.37871056241426615,0.2138820301783265,0.20422496570644721,0.9950617283950617
0.9924050632911392,0.992174913693901,0.33026467203682397,0.32914269275028774,0.3650460299194476,0.3151035673187572,0.38386075949367093,0.2506904487917146,0.2267548906789413,0.9941311852704258
0.995836109260493,0.9955446369087275,0.6019320453031313,0.6155063291139241,0.613049633577615,0.6136325782811459,0.6127998001332445,0.4758494337108594,0.560667888074617,0.9940456362425051
0.9524291497975709,0.9658906882591094,0.5871963562753035,0.5858805668016194,0.6457995951417003,0.4777074898785425,0.5889676113360324,0.3767206477732794,0.440334008097166,0.9594635627530365
0.9945250073986387,0.9929959554108712,0.46719936864950184,0.4815034033737792,0.45940613593765417,0.31084147183584887,0.46719936864950184,0.30719147676827463,0.2849955608168097,0.9914669034231034
0.9333721833721833,0.9530562030562031,0.48954286454286455,0.4882154882154882,0.4848808598808598,0.47435897435897434,0.48954286454286455,0.44687257187257184,0.4983488733488733,0.959013209013209
0.9861519607843138,0.9840686274509803,0.5521037581699346,0.5521037581699346,0.5562295751633988,0.5361928104575163,0.5306985294117647,0.44734477124183014,0.5974673202614379,0.9881535947712419
0.9842078877005347,0.9842078877005347,0.6083932152406417,0.6056358622994652,0.5975309157754011,0.6027322860962567,0.5975309157754011,0.48945103609625673,0.6180230614973262,0.9799465240641712
0.9597276665978957,0.9765215597276666,0.6212296265731381,0.2910460078399009,0.5647204456364762,0.35054672993604286,0.61611305962451,0.26762946152259126,0.2639158242211677,0.9801526717557251
0.9681954988544988,0.9710704820088945,0.4349085845200126,0.26449845020439333,0.37686986209065176,0.3494452180944252,0.4060689097524819,0.37183864157045954,0.2834778311845829,0.9836485333093752
0.9685274216524216,0.9685274216524216,0.708110754985755,0.6858974358974359,0.7161458333333334,0.7057514245014245,0.7161235754985755,0.6854522792022792,0.6732772435897436,0.9993767806267806
0.9076996652319465,0.9583931133428981,0.5057171427329246,0.5186296247989217,0.4731968175296726,0.5388243989391766,0.4679361766879701,0.5184122429459589,0.4738707012738577,0.966957958349637
0.9841146842309183,0.9841146842309183,0.3285548237117396,0.34379439493736275,0.3363037582332429,0.40978948727883246,0.33230014206379954,0.4137931034482759,0.4968358517370528,0.9910887253002711
0.9854925347883094,0.985407943154422,0.5524679609186651,0.5,0.5524679609186651,0.5637186482256904,0.5524679609186651,0.4546377363278772,0.4616165461235884,0.9847312100833228
0.9461151292137209,0.9762720466945819,0.6225521295943831,0.6574884743898828,0.6384553567652159,0.4969335532715815,0.6384553567652159,0.4117497779469611,0.39722116482679865,0.9642177388656262
0.9953754578754579,0.9957417582417583,0.6031135531135532,0.21845238095238095,0.5918040293040293,0.5951923076923077,0.5913919413919414,0.5986721611721613,0.5565476190476191,0.996978021978022
0.9786602600339176,0.976752402487281,0.45668456755228937,0.41259185980780105,0.44778123233465233,0.3193894855850763,0.44763990955342003,0.3101328434143584,0.29981628038439795,0.9730780101752402
0.9935368990305348,0.9972300995845149,0.8516454527468179,0.3381916507287476,0.8516454527468179,0.8516454527468179,0.8516454527468179,0.8562949284442393,0.7811448921717339,0.998549099782365
0.9452602414407284,0.9680981595092024,0.6203047694438948,0.616821690085098,0.6476548584999011,0.5698396991886008,0.6300811399168811,0.49483475163269347,0.5032653868988719,0.961132000791609
0.9944841851245367,0.9944841851245367,0.6874515211583211,0.6874515211583212,0.6874515211583211,0.6834870292165819,0.6874515211583211,0.6385417564422994,0.5610617943635268,0.9956907696285444
0.9251923076923075,0.9335897435897437,0.3854059829059828,0.3802777777777777,0.38431623931623926,0.4008119658119658,0.39384615384615385,0.3942948717948718,0.39348290598290603,0.9501709401709402
0.9994627988181574,0.999910466469693,0.7877607664070194,0.7874250156683679,0.7950129823618945,0.656280777151043,0.7877607664070194,0.5611961679649028,0.6949144954785567,1.0
0.9978008444757214,0.9975809289232934,0.2861980999296271,0.21549524982406756,0.27806122448979587,0.5923205489092188,0.2814039408866995,0.4892241379310345,0.5239707952146376,0.9984605911330049
0.9674681753889675,0.9834658342681559,0.2706920938399259,0.3636053260498464,0.2819099643954543,0.2805930839389358,0.2708871872408916,0.24064771009120617,0.2807150173145393,0.986441008632883
0.9323513729672088,0.9454145561183684,0.36370301252999204,0.23253798986936816,0.3628365769128232,0.3182484670754466,0.3604372167422021,0.3425753132498001,0.4049586776859504,0.9241535590509199
0.9656981436642453,0.9656981436642453,0.42366828087167074,0.4312953995157385,0.42039951573849876,0.37796610169491524,0.42366828087167074,0.412227602905569,0.35028248587570615,0.966505246166263
0.9846813725490197,0.9868259803921569,0.8619485294117648,0.8192401960784312,0.8616421568627451,0.8543811274509803,0.8619485294117648,0.791299019607843,0.7633578431372549,0.9892156862745098
0.9979825428194994,0.9985589591567852,0.601943346508564,0.4918066534914361,0.5988554018445322,0.6058135704874834,0.6042901844532279,0.5328557312252964,0.5390316205533597,0.9980237154150197
0.995581087052585,0.995581087052585,0.5,0.5,0.6750994255413169,0.608263367211666,0.5,0.5771100309323907,0.5564516129032259,0.9966858152894388
0.998865879783257,0.9988238753307851,0.6037089931532743,0.6297517536858909,0.6027008862939471,0.5877262989876928,0.5997185701684379,0.5449657663712353,0.5818456756416179,0.9987818708783132
0.9906272530641673,0.9905671713530401,0.5087719298245614,0.5069694784907475,0.4987983657774574,0.4138428262436914,0.5091925018024515,0.30287190579187695,0.2986661860129777,0.9909877433309301
0.9916557870238973,0.990293466538003,0.6496565817108474,0.643639666231481,0.6375659873985355,0.5725151841970822,0.6392121246523245,0.3393313276948402,0.27669296702049156,0.9930181075097917
0.9942223794363872,0.9917462563376961,0.5,0.5,0.5,0.5055417993161184,0.5,0.509138073340408,0.3617203160004716,0.9905081947883504
0.999780268072951,0.9999121072291804,0.21555702043506922,0.21555702043506922,0.28477257745550427,0.648560755877829,0.31839156229400134,0.6689299055152714,0.6110964623159745,1.0
0.9862740306288693,0.9907543173672206,0.6343067774519386,0.6946277289019225,0.6261608015640273,0.6273623330074943,0.6343067774519386,0.5983830237862496,0.5188782991202345,0.9925464320625611
0.9935409457900807,0.9980392156862745,0.31764705882352945,0.2707900807381776,0.31764705882352945,0.8303344867358708,0.31764705882352945,0.765686274509804,0.7361591695501729,0.9990772779700114
0.9993421718449549,0.9995951826738185,0.30943224370003036,0.3739500050602166,0.30943224370003036,0.17576662281145633,0.30943224370003036,0.1299716627871673,0.29921060621394596,1.0
0.9833084736131827,0.9841608068754883,0.3655799417572271,0.3590453867462178,0.3049932523616734,0.2529298955891754,0.30201008594360396,0.27494850486540234,0.3473258043895163,0.988138362099581
0.9114770972722595,0.911519986275519,0.601175158689312,0.6857093841139132,0.5995882655687081,0.5739406416194887,0.5995882655687081,0.4560387716589467,0.3409032424086464,0.9149939955395437
0.9811711542082471,0.98780832234984,0.7950009414422896,0.7950009414422896,0.779043494633779,0.6177038222556958,0.7713236678591602,0.5241950668424026,0.5506495951798155,0.989408774242139
0.8786257882148293,0.9316373124592302,0.189041095890411,0.22106979778212654,0.18460534898891068,0.18460534898891068,0.18590998043052837,0.16260056534029138,0.1614481409001957,0.8906283974777126
0.9869326294837956,0.9877980182597031,0.3304919735191034,0.4183289342737225,0.3280688849465622,0.3175976807580806,0.32356886331184287,0.23555882480204232,0.25870797455757,0.9894422569339275
0.9994502473886752,0.9993128092358439,0.23859263331500824,0.23859263331500824,0.23859263331500824,0.23859263331500824,0.23859263331500824,0.22732270478284772,0.5975810885101704,0.9994502473886752
0.9933471436538921,0.9929089315592383,0.3763445143813242,0.31913791729742647,0.4993626005895944,0.45701537726077607,0.3719225559716357,0.4048681379969724,0.48304915942952753,0.9911959206437734
0.9947009512226903,0.9947009512226903,0.5811579724623204,0.6083481735655648,0.5953611605785518,0.591082830213265,0.5934065934065934,0.5244755244755245,0.4753073013942579,0.9953090387872996
0.998275583337824,0.999245567710298,0.47760952740205853,0.4647841784771245,0.47712453521582154,0.41800937651560055,0.47723231125720755,0.3283666540927952,0.29552190548041174,0.999353343751684
0.9889452563034754,0.9889452563034754,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9878852123873703
0.9966073720887585,0.995598752980011,0.36530350265908684,0.36530350265908684,0.35824316889785435,0.347606821932881,0.35943517329910146,0.349211443242252,0.349211443242252,0.9963322941500091
0.707711641267055,0.8819915423282534,0.31558685071411474,0.3076079151041251,0.31558685071411474,0.2945424080427671,0.3163049549190138,0.26374371658820717,0.26214792946620924,0.865395356259475
0.9979017225394037,0.9969745766847216,0.4198506807202459,0.5487727516713024,0.4387839750158591,0.3555360366954569,0.38476552969306593,0.19867759722832187,0.19516420241057925,0.9958522422290538
0.99822695035461,0.99822695035461,0.4101311232063335,0.3889369948870196,0.5324921655945901,0.5152358568365496,0.41495546759030183,0.48249628896585844,0.6364423552696684,0.9980207817911925
0.9986362750827975,0.9983765179557114,0.5110072082602766,0.5110721475420482,0.5110072082602766,0.5110072082602766,0.5110072082602766,0.8262224819793494,0.8133645041885837,0.998701214364569
0.977864948164752,0.977864948164752,0.41981881012421784,0.4200990006537779,0.44615671990286726,0.3689642290090595,0.4627813579900999,0.3288035864387784,0.3690576258522462,0.9792659008125526
0.9907070707070706,0.9907070707070706,0.49699494949494943,0.43818181818181823,0.498510101010101,0.5454040404040403,0.5020959595959595,0.46805555555555556,0.3373232323232323,0.993939393939394
0.9438679245283019,0.9512578616352201,0.4860587002096436,0.4601153039832284,0.4521488469601677,0.42893081761006296,0.5168763102725367,0.42038784067085955,0.3676100628930818,0.9389412997903563
0.9189216427311665,0.9723859914336106,0.7855883093978332,0.7855883093978332,0.7856890904509952,0.7856890904509952,0.7856890904509952,0.7856890904509952,0.6703955656336609,0.9480473670949862
0.9593927690162,0.9969960304688338,0.7961592103851518,0.7990558952902048,0.8050638343525373,0.76611951507349,0.7975002682115652,0.6187372599506491,0.5464274219504345,0.9999463576869435
0.9831586826347306,0.9830755156353959,0.5981786427145709,0.6092814371257484,0.5916500332667998,0.634023619427811,0.5916500332667998,0.5559298070525616,0.5281936127744511,0.980331004657352
0.9377777777777777,0.9377777777777777,0.7084067085953878,0.61041928721174,0.660775681341719,0.6679245283018869,0.659433962264151,0.6008385744234801,0.6137526205450734,0.9442767295597484
0.9997430626927031,0.999657416923604,0.8580849606029463,0.8168036998972251,0.8574854402192531,0.8225419664268585,0.8580849606029463,0.7567660157588214,0.7600205549845838,0.999657416923604
0.9968981481481481,0.9980555555555556,0.5878240740740741,0.5922222222222222,0.5883796296296296,0.4963888888888888,0.5878240740740741,0.4085648148148148,0.5070370370370371,0.9977777777777778
0.9824027678358387,0.9810904318778334,0.7973633977570985,0.45472440944881887,0.7971247912192791,0.7971247912192791,0.7973037461226437,0.7344309234073014,0.6179909329515628,0.9874135051300406
0.8812444246208742,0.8812444246208742,0.5250223015165032,0.5297948260481713,0.5313559322033898,0.44837198929527206,0.5297056199821588,0.36973684210526314,0.3209634255129349,0.9211864406779662
0.9970411588058647,0.9970853206147324,0.40723812047341457,0.2890611199434729,0.40653153153153154,0.3669404698816464,0.4053833245009716,0.4889595477830772,0.4842783960431019,0.9979685567920863
0.9959200326397389,0.9955120359037128,0.7481895144838842,0.7598174214606283,0.7525244798041616,0.6513667890656875,0.7534934720522235,0.5975112199102407,0.5745104039167687,0.9974500203998369
0.9931468193179069,0.9936708860759493,0.6928162541320648,0.7038014996371844,0.6998709989518666,0.6998709989518666,0.6736676610497461,0.6187212771103765,0.5760703055712328,0.9665000403128275
0.989241622574956,0.9864197530864198,0.704100529100529,0.600220458553792,0.702204585537919,0.6386243386243385,0.704100529100529,0.5601410934744269,0.5338183421516756,0.995326278659612
0.9999285101515585,0.9999285101515585,0.3327852444952817,0.3327852444952817,0.3327852444952817,0.3327852444952817,0.3327852444952817,0.6497712324849871,0.7962539319416642,0.9999285101515585
0.9958552526701738,0.9919496253786068,0.3176510441575004,0.3100789096126255,0.3327953132472501,0.3531005898294277,0.31011876295233537,0.32966682608002545,0.3932727562569744,0.9936234656464211
0.9937959890347713,0.987880536719088,0.5288919347857453,0.5186120328956861,0.5431755879382485,0.45736545952964935,0.5283869571490406,0.3697518395613908,0.37213244842014137,0.9844899725869283
0.9959862385321101,0.9959862385321101,0.4045739237826394,0.4045739237826394,0.3776243824982357,0.12109650670430488,0.34542607621736054,0.11196630204657729,0.5968595624558928,0.9971330275229358
0.9799145299145299,0.9923076923076923,0.30451770451770455,0.29847374847374847,0.30231990231990236,0.27905982905982907,0.29468864468864464,0.2650793650793651,0.2989010989010989,0.9956043956043956
0.9991477645207815,0.9991477645207815,0.7354792185656222,0.5,0.7354792185656222,0.7354792185656222,0.7354792185656222,0.7348564311000394,0.8228005768978629,0.9991477645207815
0.9998181818181818,0.9998181818181818,0.7324090909090909,0.5488863636363637,0.7362045454545454,0.6128181818181819,0.7370909090909091,0.5552272727272728,0.5226818181818181,0.9996363636363637
0.9714704650188521,0.9714704650188521,0.45988688730624216,0.45988688730624216,0.4609761206535401,0.5796816087138668,0.4609761206535401,0.5357561793045664,0.38095936321742774,0.9784248010054462
0.9839608885839265,0.9788146496268977,0.5494038939874775,0.5897589844755124,0.5562012179432199,0.44259799296680674,0.5393258426966292,0.4068959602024187,0.3672270349086543,0.9657775109357578
0.9781781074610463,0.975666234938577,0.44891871737509315,0.3849248400643667,0.45241179010165233,0.4278817849994113,0.4545704305506495,0.519604380077711,0.5205070842654735,0.9745672907099964
0.7640265448590882,0.9805222787210204,0.7926398345255538,0.7926398345255538,0.7924674653106955,0.7924674653106955,0.7925536499181246,0.7926398345255536,0.7926398345255536,0.9855209859519091
0.9900290065264684,0.9894851341551849,0.44522751994198695,0.20046229151559097,0.4491026105873822,0.4228154459753444,0.44522751994198695,0.4176486584481508,0.3644851341551849,0.9879894851341551
0.9996273870517,0.99981369352585,0.6172799254774104,0.5931532370749883,0.6163483931066605,0.6832324173265021,0.6203306939916161,0.6537494177922683,0.653050768514206,0.99981369352585
0.9711792702273929,0.9723691168693813,0.4660893707033316,0.37202538339502905,0.44916710735060805,0.44698572184029617,0.449034902168165,0.29713114754098363,0.38736118455843466,0.9605367530407193
0.9832253145253527,0.9930740881941797,0.8840704028466133,0.883117295717372,0.8848328885500063,0.8839115516584064,0.8847058075994407,0.7558457237260136,0.7848837209302326,0.9941542762739866
0.9986062717770035,0.9981707317073171,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9981707317073171
0.9771616100730024,0.975286317058469,0.32954925992900674,0.4783001808318264,0.3016877637130802,0.2739937043734512,0.30229053646775167,0.25138972607327037,0.27596945951376334,0.9805103475989552
0.9993917274939172,0.9996958637469586,0.5634884428223844,0.5634884428223844,0.5634884428223844,0.5634884428223844,0.5634884428223844,0.561587591240876,0.45046380778588807,0.9997718978102189
0.9804474708171206,0.9847276264591439,0.45364785992217904,0.5219357976653697,0.447227626459144,0.42976653696498057,0.4510214007782102,0.33608949416342415,0.2892023346303502,0.9864785992217899
0.9999244142101286,0.9999244142101286,0.8705971277399848,0.20585789871504154,0.8705971277399848,0.8705971277399848,0.8705971277399848,0.8194255479969765,0.7596749811035526,1.0
0.9978189300411522,0.9984362139917695,0.7340123456790124,0.7674279835390946,0.7362962962962963,0.6172839506172839,0.7310905349794238,0.45635802469135806,0.46133744855967074,0.9977777777777777
0.9605299731307329,0.9612711942925971,0.46497730010191796,0.4432965811173909,0.46548688965069956,0.41119243954414897,0.46780320578152507,0.41119243954414897,0.3861762253312332,0.9561752988047809
0.9948571914314859,0.9960472628357702,0.523333900034002,0.5283066984019041,0.5268616116967018,0.4547772866371982,0.5285617137028222,0.35595885753145184,0.34252805168310096,0.9936246174770487
0.9862904578232433,0.987254737548214,0.6054418916652692,0.6052322656381017,0.5716501760858629,0.5848566157974175,0.532198557772933,0.4566493375817542,0.4320811671977193,0.9976102632902901
0.9994623655913979,0.9994623655913979,0.6258064516129032,0.6258064516129032,0.6258064516129032,0.6258064516129032,0.6258064516129032,0.6258064516129032,0.568100358422939,0.999910394265233
0.9708682406702209,0.9708682406702209,0.531464204112719,0.5287985529322163,0.5349866717440974,0.43866622239146996,0.533987052551409,0.3671458492003047,0.31288080731150036,0.9849105102817974
0.9782238725148913,0.9822464608957995,0.22603852401949404,0.22603852401949404,0.21816740156262085,0.20898120213506616,0.21816740156262085,0.2113019262009747,0.2113019262009747,0.9781851937804595
0.9928968763371844,0.9928968763371844,0.5,0.5,0.6492083868207104,0.6393667094565683,0.5,0.6006418485237484,0.6006418485237484,0.9949507916131793
0.8748493457300275,0.884469696969697,0.338993629476584,0.30559142561983466,0.3424801997245179,0.35102444903581265,0.34372847796143247,0.29554063360881544,0.293689738292011,0.9493801652892562
0.8208852005532503,0.8592669432918396,0.43143647500493976,0.43143647500493976,0.44408219719423037,0.44408219719423037,0.46379174076269514,0.4777711914641375,0.4777711914641375,0.8650464335111638
0.989,0.9769999999999999,0.25628571428571434,0.31066666666666665,0.2565238095238095,0.2508095238095238,0.2568809523809524,0.2155238095238095,0.21133333333333332,0.9892380952380952
0.9856154771451483,0.9953388131515637,0.6658480352846833,0.5,0.6652465918203689,0.6652465918203689,0.6658480352846833,0.4740627506014435,0.37274458700882124,0.9997493985565357
0.9770445723464061,0.9820639807254717,0.5185718110025431,0.5240596974969883,0.4319033596573417,0.35744880203453355,0.537043233837505,0.33864275197430066,0.3225137197162361,0.9854102529781823
0.9994362043542371,0.999479573250065,0.6234278775262382,0.45123167664151265,0.6300633185879088,0.5902506722178853,0.6246855755052477,0.580492670656605,0.5813166796773355,0.9988290398126464
0.9997340142568358,0.9996276199595702,0.688583891903394,0.4750771358655176,0.6268751994893075,0.7394403659963826,0.6899138206192148,0.6644057878497713,0.6433131184168529,0.9999468028513672
0.9582871667861566,0.966694909730822,0.4844554519976537,0.4458710812748484,0.47982793456299283,0.4687479632405658,0.46666232157987353,0.29984357687544805,0.27559799256990153,0.9668252623346152
0.9905123339658445,0.9905123339658445,0.7120858268865858,0.7076339220551744,0.719335376830633,0.6446504159976645,0.7346372792293095,0.6534812436140709,0.6482265362720772,0.9941127815890624
0.989301486595758,0.989239285936431,0.2845369160913106,0.23057784412514773,0.2847235180692915,0.2718790819182684,0.2773216396093799,0.24945574423088884,0.3286682838838092,0.9919761149468185
0.9979338842975206,1.0,0.5,0.5,0.3697339246119733,0.26814150372908685,0.5,0.2349828663575892,0.2349828663575892,0.999193710945374
0.9389344601872566,0.9777943491590024,0.4428908774546359,0.444299444858729,0.43738089319744805,0.5308227690778027,0.43564089816886237,0.535897754577844,0.5003935703040848,0.9911343110448255
0.9997872038587033,0.9997872038587033,0.5103915448999858,0.5103915448999858,0.47311675414952475,0.8235210668179884,0.40466732869910627,0.771208682082565,0.770570293658675,0.9998581359058022
0.9834663262049154,0.9944462176827322,0.45106926268752,0.3504628151931056,0.4540695818704118,0.44174912224704754,0.4504947334822854,0.38091286307053945,0.2824130226619853,0.99361634216406
0.9977538185085355,0.9982030548068284,0.45372866127583106,0.2922282120395328,0.45372866127583106,0.38802785265049416,0.45372866127583106,0.3247978436657682,0.35420035938903865,0.9973495058400719
0.9989708757847072,0.997993207780179,0.8236852938149635,0.822193063702789,0.8236852938149635,0.7626839559534836,0.8236852938149635,0.6340434290418854,0.547571266851909,0.9992281568385304
0.9974043715846994,0.9971766848816028,0.5532331511839709,0.5668488160291439,0.5519125683060109,0.4231785063752277,0.5543715846994536,0.36614298724954464,0.4401183970856102,0.9985428051001821
0.998220640569395,0.998932384341637,0.8170818505338079,0.8170818505338079,0.8170818505338079,0.8105427046263346,0.8170818505338079,0.6534697508896797,0.5854982206405693,0.9985765124555159
0.9980476376415462,0.998134409301922,0.5030370081131502,0.47414204520803505,0.46247125688750057,0.40702416590741464,0.46464054839689356,0.5923901253850492,0.588138314026639,0.9983513384528614
0.9651784603904987,0.9674998963644654,0.6295651452970195,0.6208597603946442,0.6318865812709862,0.5482941591012727,0.6336276582514613,0.4449695311528417,0.4611366745429673,0.9681631637855989
0.9999499799919969,1.0,0.3933073229291717,0.10164065626250501,0.3933073229291717,0.3519907963185274,0.3933073229291717,0.289765906362545,0.24559823929571828,1.0
0.7187889509870935,0.917574685376543,0.4361505367697318,0.4361505367697318,0.4532186080173697,0.44919786096256686,0.43960837923686225,0.3994210124241084,0.44783080696393396,0.9500623215793494
0.999224523309917,0.9989508256545936,0.5,0.5,0.5,0.5,0.5,0.5,0.506751208831311,0.999042058206368
0.9666895604395604,0.9730998168498168,0.31581959706959706,0.48460393772893773,0.29836309523809523,0.2507726648351648,0.3078067765567766,0.18177655677655677,0.1727048992673993,0.9657738095238095
0.9996124031007751,0.9996124031007751,0.38252583979328164,0.38252583979328164,0.5857558139534883,0.6598191214470285,0.5921511627906977,0.6928940568475453,0.6702842377260982,0.9998708010335917
0.9332850241545894,0.9687922705314009,0.3898067632850241,0.34248792270531403,0.39270531400966185,0.33743961352657004,0.3779227053140097,0.2910628019323671,0.2854106280193237,0.9743961352657006
0.9878416972664219,0.9911056711546308,0.7035903712770297,0.7017135862913095,0.7141574867401062,0.7265605875152998,0.7141982864137085,0.667686658506732,0.6545083639330885,0.9842921256629948
0.9993719086127032,0.9995289314595274,0.8746957682342781,0.8746957682342781,0.8746957682342781,0.8716338227212059,0.8746957682342781,0.7034623537724739,0.6671900761560808,1.0
0.9779478458049887,0.9930272108843538,0.8830498866213152,0.8704081632653061,0.8830498866213152,0.8767006802721089,0.8830498866213152,0.7314625850340135,0.7301020408163266,0.9972789115646259
