node,obs_st,time
208,0,0
200,0,0
143,0,0
179,0,0
11,0,1
8,0,1
175,0,1
132,0,1
207,0,2
148,0,2
113,0,2
253,0,2
236,0,3
17,0,3
319,1,3
137,0,3
49,0,4
160,0,4
312,0,4
122,0,4
242,0,5
135,0,5
8,0,5
227,0,5
18,0,6
155,0,6
26,0,6
54,0,6
176,0,7
215,0,7
72,0,7
293,0,7
316,0,8
99,0,8
162,1,8
118,0,8
49,1,9
108,1,9
270,1,9
185,0,9
180,1,10
107,0,10
52,0,10
171,1,10
134,0,11
322,0,11
316,0,11
117,0,11
309,1,12
153,1,12
91,0,12
301,0,12
297,1,13
5,1,13
314,0,13
325,1,13
208,0,14
24,0,14
299,0,14
61,0,14
168,0,15
189,0,15
292,0,15
88,1,15
126,1,16
106,1,16
291,1,16
236,1,16
275,1,17
56,0,17
324,0,17
159,1,17
40,0,18
82,1,18
19,1,18
10,0,18
