node,obs_st,time
215,0,0
185,0,0
108,0,0
74,0,0
100,0,1
30,0,1
169,0,1
80,0,1
152,0,2
32,0,2
108,0,2
208,0,2
263,0,3
19,0,3
77,0,3
274,0,3
125,0,4
245,0,4
57,0,4
261,0,4
60,0,5
143,0,5
88,0,5
225,0,5
195,0,6
8,0,6
26,0,6
122,1,6
162,1,7
74,1,7
75,0,7
246,0,7
113,0,8
307,0,8
46,0,8
43,0,8
110,0,9
221,0,9
280,0,9
164,0,9
265,0,10
148,0,10
218,0,10
197,0,10
306,0,11
16,0,11
94,0,11
72,0,11
84,0,12
24,0,12
88,0,12
190,0,12
123,1,13
298,0,13
308,0,13
234,0,13
88,0,14
2,0,14
17,0,14
128,1,14
243,1,15
148,0,15
46,0,15
0,0,15
159,1,16
44,0,16
92,1,16
290,0,16
148,0,17
276,0,17
99,1,17
125,1,17
3,1,18
205,1,18
55,0,18
32,1,18
