node,obs_st,time
91,0,0
318,0,0
200,0,0
54,0,0
123,0,1
18,0,1
120,0,1
19,0,1
48,0,2
26,0,2
160,0,2
31,0,2
197,0,3
85,0,3
138,0,3
234,0,3
37,0,4
12,0,4
28,0,4
261,0,4
325,1,5
6,0,5
77,0,5
57,0,5
45,0,6
16,1,6
258,0,6
293,0,6
296,1,7
48,0,7
247,0,7
251,0,7
177,0,8
264,1,8
154,1,8
115,0,8
115,0,9
47,1,9
184,1,9
178,1,9
286,1,10
130,1,10
273,1,10
302,1,10
298,1,11
123,1,11
244,0,11
285,1,11
199,1,12
230,1,12
173,1,12
69,1,12
319,1,13
81,1,13
28,1,13
103,1,13
104,1,14
237,1,14
63,1,14
4,1,14
127,1,15
244,0,15
57,0,15
24,0,15
72,1,16
131,0,16
128,1,16
31,1,16
159,1,17
187,1,17
212,1,17
271,1,17
98,1,18
204,1,18
29,0,18
222,1,18
