node,obs_st,time
204,0,0
200,0,0
118,0,0
119,0,0
23,0,1
216,0,1
117,0,1
150,0,1
228,0,2
36,0,2
116,0,2
266,0,2
13,0,3
65,0,3
235,0,3
243,0,3
292,0,4
306,0,4
23,0,4
282,0,4
173,0,5
311,0,5
195,0,5
200,0,5
27,0,6
125,0,6
149,0,6
285,0,6
108,0,7
247,0,7
98,0,7
79,0,7
79,0,8
296,0,8
244,0,8
126,0,8
170,0,9
155,0,9
77,0,9
292,0,9
27,0,10
6,1,10
274,0,10
18,1,10
145,0,11
110,1,11
38,1,11
270,1,11
239,0,12
57,0,12
133,1,12
49,0,12
109,0,13
201,0,13
57,0,13
48,1,13
285,1,14
319,1,14
195,0,14
112,1,14
229,0,15
186,1,15
301,1,15
224,0,15
106,1,16
105,0,16
273,1,16
194,1,16
25,0,17
268,1,17
22,1,17
154,0,17
107,0,18
99,1,18
240,0,18
24,0,18
