node,obs_st,time
199,0,0
136,0,0
228,0,0
19,0,0
169,0,1
301,0,1
320,0,1
271,0,1
152,0,2
242,0,2
146,0,2
272,0,2
68,0,3
129,0,3
178,0,3
196,0,3
92,0,4
288,0,4
140,0,4
301,0,4
10,0,5
132,0,5
60,0,5
187,0,5
91,1,6
229,0,6
105,0,6
191,0,6
243,0,7
141,0,7
6,0,7
226,0,7
279,0,8
163,0,8
294,0,8
75,0,8
96,0,9
126,0,9
253,0,9
35,0,9
37,0,10
17,0,10
108,1,10
129,0,10
215,1,11
138,0,11
40,0,11
128,1,11
206,0,12
306,0,12
319,0,12
26,0,12
199,0,13
107,0,13
280,0,13
11,1,13
236,1,14
252,0,14
6,1,14
15,0,14
13,0,15
180,1,15
193,0,15
275,1,15
103,0,16
166,0,16
37,0,16
124,0,16
222,0,17
24,0,17
98,0,17
234,0,17
197,0,18
75,0,18
155,0,18
67,1,18
