node,obs_st,time
320,0,0
0,0,0
250,0,0
277,0,0
50,0,1
115,0,1
93,0,1
262,0,1
174,0,2
24,0,2
207,0,2
202,0,2
150,0,3
42,0,3
218,1,3
236,0,3
13,0,4
152,0,4
131,0,4
242,0,4
108,0,5
90,0,5
215,0,5
326,0,5
147,1,6
140,0,6
89,0,6
65,0,6
46,1,7
299,0,7
307,0,7
41,1,7
282,0,8
94,0,8
104,0,8
45,0,8
66,1,9
263,1,9
247,1,9
155,0,9
236,1,10
249,1,10
164,0,10
69,1,10
161,1,11
245,0,11
108,1,11
196,0,11
130,1,12
83,0,12
80,1,12
186,0,12
93,1,13
310,1,13
251,0,13
162,1,13
160,1,14
179,1,14
323,0,14
267,1,14
131,1,15
301,0,15
40,0,15
237,1,15
141,1,16
74,1,16
129,1,16
261,0,16
90,0,17
280,1,17
91,1,17
153,1,17
51,1,18
54,1,18
260,1,18
25,1,18
