node,obs_st,time
286,0,0
11,0,0
120,0,0
292,0,0
137,0,1
27,0,1
89,0,1
193,0,1
80,0,2
132,0,2
141,0,2
279,0,2
12,0,3
8,0,3
198,0,3
254,0,3
5,0,4
186,0,4
258,0,4
97,0,4
108,0,5
181,0,5
144,0,5
189,0,5
127,0,6
223,0,6
239,0,6
252,0,6
16,0,7
168,0,7
72,0,7
196,0,7
185,0,8
326,0,8
6,0,8
238,0,8
134,0,9
237,0,9
202,0,9
260,0,9
157,0,10
261,0,10
160,0,10
216,0,10
94,0,11
167,0,11
312,0,11
260,0,11
191,0,12
85,0,12
16,0,12
292,0,12
98,0,13
201,0,13
212,0,13
318,0,13
252,0,14
176,0,14
18,0,14
232,0,14
280,0,15
97,0,15
130,0,15
158,0,15
40,0,16
26,0,16
312,0,16
265,0,16
18,0,17
6,0,17
257,0,17
276,0,17
225,0,18
112,0,18
164,0,18
307,1,18
