node,obs_st,time
199,0,0
135,0,0
192,0,0
53,0,0
81,0,1
119,0,1
57,0,1
263,0,1
255,0,2
42,0,2
217,0,2
98,0,2
65,0,3
303,0,3
22,1,3
60,0,3
118,0,4
114,0,4
65,0,4
248,0,4
255,0,5
16,0,5
204,1,5
39,0,5
75,0,6
132,0,6
141,0,6
164,0,6
327,0,7
300,0,7
93,0,7
104,0,7
122,0,8
42,0,8
297,0,8
275,1,8
19,0,9
185,0,9
271,1,9
3,1,9
327,0,10
324,0,10
193,0,10
57,0,10
108,1,11
24,0,11
245,0,11
232,1,11
71,0,12
100,0,12
189,0,12
169,0,12
26,0,13
293,0,13
259,0,13
120,0,13
174,0,14
67,1,14
64,0,14
315,0,14
62,0,15
290,0,15
95,0,15
72,0,15
87,1,16
81,0,16
253,0,16
302,0,16
239,0,17
29,0,17
194,1,17
326,0,17
206,1,18
114,0,18
151,0,18
278,0,18
