node,obs_st,time
167,0,0
186,0,0
289,0,0
283,0,0
243,0,1
148,0,1
68,0,1
147,0,1
125,0,2
243,0,2
1,0,2
89,0,2
272,0,3
205,0,3
25,0,3
52,0,3
125,0,4
113,0,4
157,0,4
123,0,4
146,0,5
78,1,5
132,0,5
279,0,5
209,0,6
312,0,6
225,0,6
148,0,6
243,0,7
27,0,7
312,0,7
265,0,7
246,1,8
226,0,8
150,0,8
128,0,8
52,0,9
155,0,9
148,0,9
42,1,9
62,0,10
221,0,10
139,0,10
65,0,10
288,0,11
222,0,11
214,0,11
272,1,11
295,0,12
104,0,12
181,0,12
33,0,12
319,0,13
10,0,13
2,0,13
28,0,13
254,0,14
98,0,14
139,0,14
108,1,14
265,0,15
274,0,15
254,0,15
313,0,15
160,0,16
52,0,16
113,0,16
259,0,16
217,0,17
275,1,17
253,0,17
130,0,17
260,0,18
183,0,18
158,0,18
230,0,18
