node,obs_st,time
120,0,0
246,0,0
13,0,0
37,0,0
86,0,1
201,0,1
14,0,1
291,0,1
34,0,2
51,0,2
3,0,2
277,0,2
268,0,3
228,0,3
309,0,3
133,0,3
204,0,4
190,0,4
327,0,4
117,0,4
265,0,5
305,0,5
251,0,5
84,0,5
138,0,6
64,0,6
193,0,6
44,0,6
196,0,7
253,0,7
275,0,7
124,0,7
288,0,8
30,0,8
101,0,8
65,0,8
309,0,9
276,1,9
244,0,9
96,1,9
146,1,10
210,0,10
323,0,10
48,1,10
232,1,11
43,1,11
244,0,11
78,1,11
79,0,12
230,0,12
141,0,12
263,1,12
97,1,13
103,0,13
193,0,13
8,1,13
159,1,14
201,1,14
265,0,14
46,1,14
246,1,15
32,1,15
295,1,15
307,1,15
181,1,16
118,0,16
71,1,16
177,1,16
141,1,17
238,1,17
233,1,17
274,0,17
293,1,18
121,0,18
6,1,18
73,1,18
