node,obs_st,time
294,0,0
89,0,0
126,0,0
95,0,0
161,0,1
59,0,1
159,0,1
185,0,1
304,0,2
32,0,2
326,0,2
279,0,2
172,0,3
161,0,3
299,0,3
76,0,3
253,0,4
206,1,4
68,0,4
273,0,4
198,0,5
145,0,5
85,0,5
158,0,5
230,0,6
194,1,6
123,1,6
72,0,6
235,0,7
264,0,7
6,0,7
92,1,7
291,0,8
280,0,8
156,0,8
54,0,8
249,0,9
98,0,9
299,0,9
269,1,9
235,0,10
230,0,10
80,0,10
129,0,10
93,0,11
323,0,11
155,0,11
283,0,11
29,0,12
226,0,12
111,0,12
98,0,12
69,1,13
241,0,13
125,1,13
260,0,13
21,0,14
63,0,14
60,0,14
163,0,14
79,0,15
311,0,15
74,0,15
211,0,15
121,0,16
198,0,16
203,0,16
230,0,16
136,0,17
58,0,17
263,0,17
146,1,17
150,1,18
257,0,18
18,1,18
167,0,18
