node,obs_st,time
304,0,0
34,0,0
198,0,0
174,0,0
269,0,1
116,0,1
189,0,1
275,0,1
161,0,2
270,0,2
299,0,2
170,0,2
21,0,3
47,0,3
312,0,3
249,0,3
298,0,4
123,0,4
312,0,4
8,0,4
134,0,5
242,0,5
38,0,5
303,0,5
84,0,6
29,0,6
101,0,6
251,0,6
224,0,7
230,0,7
206,0,7
286,0,7
201,0,8
69,0,8
29,0,8
300,0,8
83,0,9
318,0,9
79,0,9
73,0,9
26,0,10
226,0,10
246,1,10
183,0,10
318,0,11
197,0,11
8,1,11
136,0,11
239,0,12
300,0,12
242,0,12
35,1,12
23,0,13
52,0,13
294,0,13
264,0,13
49,1,14
253,1,14
97,1,14
109,0,14
296,0,15
57,0,15
141,0,15
323,0,15
116,0,16
76,0,16
129,0,16
292,0,16
180,1,17
225,0,17
274,0,17
282,1,17
239,0,18
137,1,18
96,1,18
191,1,18
