node,obs_st,time
289,0,0
265,0,0
123,0,0
69,0,0
72,0,1
3,0,1
281,0,1
48,0,1
249,0,2
237,0,2
84,0,2
197,0,2
264,0,3
254,0,3
292,0,3
201,0,3
19,0,4
290,0,4
152,1,4
288,0,4
1,0,5
231,0,5
289,0,5
54,1,5
162,0,6
7,1,6
35,1,6
209,0,6
90,0,7
130,0,7
176,0,7
231,0,7
65,0,8
322,0,8
87,0,8
306,0,8
181,1,9
201,0,9
64,1,9
295,0,9
8,0,10
269,1,10
41,0,10
139,0,10
223,0,11
86,0,11
211,0,11
121,0,11
36,0,12
296,0,12
96,0,12
140,0,12
284,1,13
66,0,13
139,0,13
255,0,13
15,0,14
193,0,14
59,0,14
273,0,14
247,1,15
18,1,15
132,0,15
325,1,15
74,1,16
307,1,16
268,1,16
184,0,16
192,0,17
321,1,17
106,1,17
241,0,17
81,1,18
243,1,18
217,0,18
109,0,18
