node,obs_st,time
58,0,0
126,0,0
87,0,0
260,0,0
0,0,1
88,0,1
154,0,1
95,0,1
263,1,2
313,0,2
261,0,2
166,0,2
87,0,3
160,0,3
308,0,3
216,0,3
82,0,4
176,0,4
79,0,4
32,0,4
256,0,5
318,0,5
174,0,5
114,0,5
172,0,6
98,1,6
230,0,6
1,0,6
316,0,7
131,0,7
290,0,7
288,0,7
82,0,8
296,0,8
152,0,8
162,0,8
14,0,9
320,0,9
40,0,9
270,0,9
128,1,10
116,1,10
158,0,10
322,0,10
4,0,11
83,0,11
211,0,11
243,1,11
191,1,12
164,0,12
36,0,12
244,0,12
126,1,13
74,1,13
210,0,13
212,0,13
146,1,14
142,0,14
279,0,14
96,1,14
214,0,15
319,0,15
250,1,15
64,1,15
279,0,16
14,0,16
308,0,16
242,1,16
219,1,17
220,0,17
208,1,17
155,0,17
303,0,18
60,0,18
222,0,18
160,1,18
