node,obs_st,time
320,0,0
86,0,0
210,0,0
26,0,0
181,0,1
239,0,1
71,0,1
150,0,1
76,0,2
266,1,2
181,0,2
39,0,2
26,0,3
244,0,3
276,0,3
22,1,3
73,0,4
96,0,4
143,0,4
12,0,4
183,0,5
227,0,5
11,1,5
249,0,5
47,0,6
275,0,6
169,0,6
19,0,6
74,0,7
120,0,7
242,0,7
27,0,7
44,0,8
85,0,8
321,0,8
248,0,8
51,0,9
84,0,9
201,0,9
282,1,9
228,0,10
63,0,10
257,0,10
115,0,10
292,0,11
195,0,11
243,1,11
240,0,11
95,0,12
198,0,12
29,0,12
37,0,12
300,0,13
154,0,13
98,0,13
28,0,13
272,1,14
109,0,14
87,1,14
289,0,14
143,0,15
268,0,15
62,0,15
313,0,15
55,0,16
26,0,16
264,0,16
21,0,16
88,0,17
76,0,17
297,0,17
100,0,17
18,1,18
224,0,18
76,0,18
133,0,18
