node,obs_st,time
36,0,0
283,0,0
257,0,0
86,0,0
80,0,1
213,0,1
85,0,1
28,0,1
88,0,2
246,0,2
87,0,2
68,0,2
104,0,3
22,0,3
212,0,3
144,0,3
46,0,4
155,0,4
238,0,4
51,0,4
277,0,5
12,0,5
140,0,5
282,0,5
229,0,6
122,1,6
326,0,6
152,0,6
260,0,7
68,0,7
262,0,7
132,0,7
267,0,8
184,0,8
191,0,8
28,0,8
313,0,9
78,1,9
268,0,9
101,0,9
283,0,10
82,0,10
287,0,10
253,1,10
320,0,11
217,0,11
249,1,11
54,0,11
157,1,12
267,0,12
283,0,12
158,0,12
322,0,13
29,0,13
45,1,13
73,0,13
228,0,14
29,0,14
257,0,14
88,0,14
245,0,15
92,1,15
300,0,15
96,1,15
251,0,16
213,0,16
66,0,16
67,1,16
226,0,17
8,0,17
140,1,17
280,0,17
294,0,18
50,0,18
70,1,18
273,1,18
