node,obs_st,time
172,0,0
304,0,0
195,0,0
20,0,0
38,0,1
145,0,1
283,0,1
115,0,1
190,0,2
125,0,2
5,0,2
192,0,2
307,0,3
110,0,3
245,0,3
111,0,3
108,0,4
162,0,4
134,0,4
163,0,4
235,0,5
73,0,5
240,0,5
143,0,5
315,1,6
124,0,6
179,0,6
233,0,6
155,1,7
143,0,7
286,0,7
250,0,7
221,1,8
186,0,8
103,0,8
66,0,8
199,0,9
185,0,9
308,1,9
159,0,9
124,0,10
93,0,10
149,0,10
144,0,10
321,1,11
161,1,11
123,1,11
182,1,11
2,0,12
7,0,12
303,1,12
319,1,12
325,1,13
191,0,13
201,1,13
99,0,13
320,1,14
27,1,14
54,1,14
205,1,14
143,1,15
72,1,15
206,1,15
114,0,15
190,1,16
71,1,16
62,1,16
158,1,16
28,1,17
317,1,17
204,1,17
199,1,17
245,1,18
216,1,18
185,1,18
318,1,18
