node,obs_st,time
234,0,0
75,0,0
173,0,0
10,0,0
160,0,1
141,0,1
297,0,1
49,0,1
180,0,2
323,0,2
109,0,2
188,0,2
254,0,3
191,0,3
56,0,3
139,0,3
187,0,4
283,0,4
253,0,4
300,0,4
177,0,5
237,0,5
256,0,5
85,0,5
57,0,6
117,0,6
287,0,6
52,0,6
224,0,7
202,0,7
186,0,7
221,0,7
103,0,8
175,0,8
216,1,8
45,0,8
301,0,9
44,0,9
225,0,9
285,0,9
240,1,10
283,0,10
248,0,10
29,0,10
97,1,11
197,0,11
170,0,11
78,1,11
207,1,12
9,0,12
300,0,12
326,0,12
152,0,13
284,0,13
55,0,13
175,1,13
272,1,14
264,0,14
266,1,14
316,0,14
247,1,15
170,0,15
165,0,15
14,0,15
68,0,16
166,0,16
265,0,16
244,0,16
161,1,17
169,0,17
259,0,17
60,0,17
262,0,18
112,1,18
6,1,18
287,0,18
