node,obs_st,time
270,0,0
127,0,0
214,0,0
86,0,0
4,0,1
260,0,1
297,0,1
17,0,1
163,0,2
207,0,2
83,0,2
269,0,2
153,0,3
116,0,3
171,0,3
210,0,3
252,0,4
155,0,4
219,0,4
235,0,4
41,0,5
217,0,5
26,0,5
92,0,5
315,0,6
241,0,6
246,1,6
131,0,6
52,0,7
104,0,7
78,0,7
278,0,7
312,0,8
173,0,8
258,0,8
35,0,8
219,0,9
23,0,9
304,0,9
147,0,9
215,0,10
189,0,10
54,0,10
96,1,10
294,0,11
273,1,11
252,1,11
54,0,11
123,1,12
151,0,12
78,1,12
261,0,12
263,0,13
17,0,13
223,0,13
297,0,13
306,0,14
48,1,14
68,0,14
53,0,14
80,1,15
27,0,15
105,0,15
93,0,15
35,1,16
216,0,16
75,0,16
61,0,16
264,0,17
58,0,17
115,0,17
289,0,17
277,1,18
52,0,18
294,0,18
47,0,18
