node,obs_st,time
183,0,0
50,0,0
57,0,0
216,0,0
59,0,1
197,0,1
257,0,1
146,0,1
128,0,2
16,0,2
111,0,2
6,0,2
214,0,3
53,0,3
78,1,3
298,0,3
210,0,4
323,0,4
277,0,4
207,0,4
6,0,5
94,0,5
33,0,5
4,0,5
274,0,6
213,0,6
109,0,6
132,0,6
77,0,7
257,0,7
4,0,7
63,0,7
128,0,8
241,0,8
108,1,8
32,0,8
239,0,9
85,0,9
205,0,9
287,0,9
184,0,10
161,1,10
306,0,10
324,0,10
222,0,11
179,0,11
33,0,11
79,0,11
15,0,12
98,0,12
41,0,12
259,0,12
282,1,13
35,1,13
281,1,13
314,0,13
215,1,14
49,0,14
258,0,14
64,1,14
166,0,15
97,1,15
101,0,15
150,1,15
74,0,16
164,0,16
160,0,16
172,0,16
160,0,17
14,0,17
179,0,17
211,0,17
293,0,18
33,0,18
309,0,18
220,0,18
