node,obs_st,time
254,0,0
151,0,0
80,0,0
267,0,0
51,0,1
83,0,1
241,0,1
303,0,1
198,0,2
22,0,2
177,0,2
45,0,2
203,0,3
130,0,3
86,0,3
315,0,3
4,0,4
174,0,4
80,0,4
274,0,4
169,1,5
187,0,5
63,0,5
315,1,5
249,0,6
308,1,6
124,0,6
153,0,6
30,0,7
55,0,7
204,0,7
305,1,7
288,0,8
269,0,8
47,1,8
291,1,8
323,1,9
227,0,9
121,0,9
195,0,9
170,0,10
199,0,10
54,1,10
10,0,10
292,1,11
62,0,11
114,0,11
200,0,11
53,0,12
13,0,12
310,1,12
316,1,12
243,1,13
60,1,13
23,1,13
105,0,13
166,0,14
184,1,14
65,0,14
0,0,14
67,1,15
288,0,15
132,0,15
157,1,15
271,1,16
295,1,16
327,1,16
280,0,16
299,1,17
130,1,17
205,1,17
250,1,17
11,1,18
91,1,18
234,0,18
309,1,18
