node,obs_st,time
4,0,0
11,0,0
245,0,0
179,0,0
101,0,1
90,0,1
288,0,1
53,0,1
209,0,2
193,0,2
252,0,2
287,0,2
12,0,3
317,0,3
3,1,3
215,0,3
172,0,4
282,0,4
123,1,4
265,0,4
116,0,5
257,0,5
64,0,5
193,0,5
160,0,6
108,1,6
73,0,6
32,1,6
240,0,7
110,0,7
6,0,7
67,1,7
203,0,8
319,0,8
222,0,8
322,0,8
303,0,9
125,1,9
100,0,9
94,0,9
299,0,10
291,0,10
275,1,10
177,1,10
58,0,11
120,0,11
157,1,11
38,0,11
261,0,12
207,1,12
278,0,12
90,0,12
238,0,13
116,0,13
248,0,13
221,0,13
185,0,14
49,1,14
87,1,14
183,0,14
227,0,15
318,0,15
103,0,15
289,0,15
254,0,16
152,0,16
198,0,16
43,0,16
302,0,17
119,1,17
26,0,17
79,0,17
283,0,18
93,0,18
57,0,18
271,1,18
