node,obs_st,time
240,0,0
266,0,0
55,0,0
265,0,0
262,0,1
81,0,1
315,0,1
94,0,1
114,0,2
246,0,2
67,0,2
132,0,2
35,1,3
63,0,3
10,0,3
79,0,3
155,0,4
146,0,4
279,0,4
144,0,4
129,0,5
8,0,5
0,0,5
149,0,5
317,0,6
264,0,6
136,0,6
183,0,6
69,0,7
38,0,7
40,0,7
311,0,7
320,0,8
144,0,8
4,0,8
77,0,8
318,0,9
181,0,9
46,0,9
32,1,9
121,0,10
10,0,10
197,0,10
196,0,10
158,0,11
225,0,11
198,0,11
214,0,11
72,0,12
59,0,12
89,0,12
318,0,12
276,0,13
230,0,13
16,0,13
293,0,13
213,0,14
71,0,14
14,0,14
241,0,14
115,0,15
129,0,15
170,0,15
30,0,15
160,0,16
325,0,16
266,1,16
132,0,16
209,0,17
244,1,17
192,0,17
210,0,17
109,0,18
22,1,18
272,1,18
45,0,18
