node,obs_st,time
128,0,0
45,0,0
236,0,0
245,0,0
241,0,1
300,0,1
256,0,1
15,0,1
73,0,2
182,0,2
4,0,2
227,0,2
237,0,3
1,0,3
17,0,3
94,0,3
320,0,4
53,0,4
51,0,4
6,0,4
197,0,5
242,0,5
105,1,5
114,0,5
170,0,6
188,0,6
231,0,6
325,0,6
174,0,7
225,0,7
228,0,7
58,0,7
17,0,8
64,0,8
290,0,8
236,0,8
118,0,9
56,0,9
145,0,9
210,0,9
309,0,10
22,1,10
63,0,10
23,1,10
38,0,11
269,1,11
91,1,11
94,0,11
230,0,12
94,0,12
211,0,12
308,0,12
82,0,13
53,1,13
261,0,13
66,1,13
7,1,14
149,1,14
301,0,14
194,1,14
318,0,15
206,1,15
182,0,15
43,1,15
255,0,16
80,1,16
55,0,16
1,0,16
191,1,17
299,0,17
257,0,17
307,1,17
213,0,18
101,1,18
182,0,18
273,1,18
