node,obs_st,time
179,0,0
7,0,0
78,0,0
284,0,0
197,0,1
95,0,1
147,0,1
164,0,1
226,0,2
82,0,2
32,0,2
159,0,2
230,0,3
164,0,3
167,0,3
312,0,3
180,0,4
232,0,4
182,0,4
118,0,4
96,1,5
124,0,5
194,0,5
181,0,5
84,0,6
310,0,6
233,0,6
6,0,6
114,0,7
192,0,7
180,0,7
154,0,7
300,0,8
322,0,8
73,0,8
74,0,8
322,0,9
267,0,9
173,0,9
1,0,9
117,0,10
116,0,10
49,0,10
303,0,10
69,0,11
34,0,11
85,0,11
199,0,11
68,0,12
98,0,12
158,0,12
140,0,12
9,0,13
177,1,13
200,0,13
57,0,13
249,0,14
270,1,14
44,0,14
82,0,14
284,0,15
245,0,15
50,0,15
240,0,15
317,0,16
136,0,16
106,1,16
204,1,16
253,0,17
250,1,17
221,0,17
41,0,17
246,1,18
224,0,18
306,0,18
285,1,18
