node,obs_st,time
139,0,0
123,0,0
53,0,0
303,0,0
188,0,1
181,0,1
285,0,1
171,0,1
207,0,2
70,0,2
96,0,2
258,0,2
270,0,3
10,0,3
217,0,3
249,0,3
151,0,4
0,0,4
53,0,4
91,1,4
241,0,5
127,0,5
2,0,5
120,1,5
205,0,6
272,0,6
62,1,6
316,0,6
121,0,7
57,0,7
77,1,7
135,1,7
114,0,8
305,0,8
208,1,8
1,0,8
265,0,9
153,1,9
252,1,9
114,1,9
102,0,10
86,0,10
291,1,10
141,1,10
133,1,11
147,0,11
180,1,11
248,0,11
103,0,12
220,1,12
242,1,12
222,0,12
287,0,13
219,1,13
161,1,13
302,1,13
50,1,14
9,0,14
199,1,14
289,1,14
230,0,15
33,0,15
52,0,15
1,0,15
52,0,16
53,0,16
3,1,16
213,1,16
186,1,17
296,1,17
292,1,17
113,1,17
85,1,18
176,0,18
83,1,18
269,1,18
