node,obs_st,time
224,0,0
144,0,0
288,0,0
37,0,0
263,0,1
37,0,1
274,0,1
209,0,1
22,0,2
269,0,2
174,0,2
300,0,2
70,0,3
206,0,3
303,0,3
269,0,3
94,0,4
219,1,4
112,0,4
303,0,4
36,0,5
61,0,5
15,1,5
280,1,5
41,0,6
108,0,6
176,0,6
207,0,6
131,0,7
301,0,7
254,0,7
71,0,7
218,0,8
152,1,8
183,1,8
98,0,8
185,1,9
208,0,9
211,0,9
256,0,9
31,1,10
271,1,10
144,0,10
244,0,10
19,0,11
195,0,11
82,0,11
5,0,11
228,1,12
235,0,12
106,1,12
20,1,12
250,1,13
196,1,13
237,1,13
239,1,13
49,1,14
11,1,14
293,1,14
246,1,14
38,1,15
97,1,15
255,0,15
141,1,15
167,0,16
0,0,16
36,1,16
149,0,16
77,0,17
52,0,17
270,1,17
235,0,17
41,1,18
209,0,18
144,0,18
159,1,18
