node,obs_st,time
294,0,0
3,0,0
141,0,0
212,0,0
73,0,1
112,0,1
181,0,1
121,0,1
212,0,2
126,0,2
204,0,2
292,0,2
316,0,3
248,0,3
321,0,3
3,0,3
101,0,4
326,0,4
275,0,4
77,0,4
132,0,5
141,0,5
278,0,5
312,0,5
18,0,6
319,0,6
272,0,6
104,0,6
300,0,7
78,0,7
193,0,7
267,0,7
197,0,8
242,0,8
323,0,8
209,0,8
172,0,9
140,0,9
188,0,9
55,0,9
111,0,10
280,0,10
209,0,10
198,0,10
285,0,11
312,0,11
1,0,11
125,0,11
109,0,12
299,0,12
134,0,12
177,0,12
87,0,13
236,0,13
312,0,13
289,1,13
15,0,14
70,0,14
2,0,14
190,0,14
103,0,15
13,0,15
82,0,15
17,0,15
164,0,16
144,0,16
42,1,16
249,1,16
167,1,17
76,0,17
187,0,17
86,0,17
220,0,18
160,1,18
83,0,18
238,1,18
