node,obs_st,time
113,0,0
204,0,0
27,0,0
93,0,0
34,0,1
232,0,1
4,0,1
188,0,1
290,1,2
226,0,2
38,0,2
320,0,2
8,0,3
65,0,3
230,0,3
264,0,3
154,0,4
21,0,4
57,0,4
238,0,4
183,0,5
307,1,5
236,0,5
74,0,5
257,0,6
106,0,6
218,0,6
174,0,6
254,0,7
54,0,7
231,0,7
300,1,7
210,0,8
179,0,8
226,0,8
220,0,8
244,0,9
277,0,9
295,1,9
272,1,9
150,1,10
217,0,10
243,1,10
224,0,10
51,0,11
285,1,11
33,0,11
160,0,11
4,0,12
132,0,12
160,0,12
70,1,12
99,0,13
149,0,13
167,0,13
130,0,13
219,0,14
317,1,14
288,0,14
107,0,14
318,1,15
301,0,15
123,1,15
151,0,15
141,0,16
101,0,16
274,0,16
244,0,16
21,0,17
263,0,17
313,1,17
179,0,17
257,0,18
211,0,18
193,0,18
166,0,18
