node,obs_st,time
23,0,0
93,0,0
299,0,0
95,0,0
99,0,1
98,0,1
183,0,1
251,0,1
290,0,2
143,0,2
64,1,2
146,0,2
90,0,3
8,0,3
291,0,3
210,0,3
192,0,4
88,0,4
75,0,4
186,0,4
222,0,5
40,0,5
172,0,5
65,0,5
30,0,6
155,0,6
239,0,6
104,1,6
144,0,7
25,0,7
326,0,7
141,0,7
314,0,8
247,1,8
21,0,8
264,0,8
91,0,9
24,0,9
262,0,9
322,0,9
222,0,10
192,0,10
26,0,10
125,1,10
177,1,11
170,0,11
273,1,11
17,0,11
23,0,12
240,0,12
317,0,12
285,0,12
240,0,13
147,0,13
173,0,13
294,0,13
38,0,14
133,0,14
302,0,14
80,0,14
114,0,15
61,0,15
274,0,15
138,0,15
54,0,16
5,0,16
135,0,16
67,1,16
185,0,17
82,0,17
95,0,17
314,0,17
242,1,18
181,0,18
142,0,18
264,0,18
