node,obs_st,time
287,0,0
10,0,0
60,0,0
192,0,0
138,0,1
143,0,1
289,0,1
45,0,1
106,0,2
281,0,2
142,0,2
247,0,2
76,0,3
100,0,3
181,0,3
63,0,3
269,0,4
255,0,4
264,0,4
85,0,4
254,0,5
108,0,5
41,0,5
137,0,5
27,0,6
201,0,6
250,0,6
223,0,6
303,0,7
264,0,7
142,0,7
207,0,7
122,0,8
305,0,8
94,1,8
200,0,8
181,1,9
122,1,9
316,0,9
248,0,9
65,0,10
298,0,10
155,0,10
134,0,10
218,0,11
93,1,11
29,0,11
112,1,11
105,0,12
297,1,12
103,0,12
66,0,12
130,0,13
159,1,13
0,0,13
60,0,13
320,1,14
25,0,14
96,1,14
236,1,14
248,0,15
226,0,15
70,1,15
65,0,15
86,0,16
211,0,16
312,1,16
113,1,16
225,1,17
304,1,17
74,1,17
115,1,17
13,1,18
243,1,18
153,1,18
87,1,18
