node,obs_st,time
258,0,0
298,0,0
69,0,0
190,0,0
271,0,1
316,0,1
233,0,1
286,0,1
68,0,2
317,0,2
204,0,2
9,0,2
181,0,3
94,0,3
137,0,3
254,0,3
279,0,4
246,0,4
36,0,4
285,0,4
243,0,5
159,0,5
134,0,5
98,1,5
216,1,6
235,0,6
114,0,6
24,0,6
284,0,7
229,0,7
318,0,7
240,1,7
289,0,8
56,0,8
267,1,8
154,1,8
43,1,9
92,1,9
323,0,9
62,0,9
178,0,10
103,1,10
306,1,10
239,0,10
150,1,11
68,1,11
115,0,11
173,0,11
247,1,12
61,0,12
99,1,12
322,1,12
32,1,13
224,1,13
289,1,13
148,0,13
121,1,14
148,0,14
308,1,14
208,1,14
275,1,15
29,0,15
307,1,15
218,1,15
229,0,16
321,1,16
235,0,16
113,1,16
171,1,17
112,1,17
263,1,17
105,1,17
1,0,18
184,1,18
60,1,18
156,0,18
