node,obs_st,time
174,0,0
195,0,0
65,0,0
132,0,0
72,0,1
240,0,1
259,0,1
112,0,1
25,0,2
87,0,2
55,0,2
217,0,2
231,0,3
312,0,3
200,0,3
325,0,3
164,0,4
37,0,4
319,0,4
2,0,4
219,0,5
107,0,5
322,0,5
162,0,5
261,0,6
68,0,6
203,0,6
161,0,6
0,0,7
150,0,7
212,0,7
99,0,7
314,0,8
152,0,8
48,0,8
144,0,8
126,0,9
260,0,9
11,0,9
282,0,9
118,0,10
266,0,10
14,0,10
271,0,10
104,0,11
196,0,11
210,0,11
1,0,11
173,0,12
110,0,12
17,0,12
79,0,12
80,0,13
65,0,13
278,0,13
26,0,13
291,1,14
247,0,14
170,0,14
100,0,14
9,0,15
302,0,15
326,0,15
105,0,15
222,0,16
242,0,16
252,0,16
203,0,16
89,0,17
62,0,17
58,0,17
242,0,17
53,0,18
251,0,18
121,0,18
275,1,18
