node,obs_st,time
7,0,0
53,0,0
38,0,0
120,0,0
34,0,1
223,0,1
200,0,1
186,0,1
10,0,2
318,0,2
327,0,2
61,0,2
303,0,3
240,0,3
23,0,3
246,0,3
143,0,4
146,0,4
155,0,4
301,0,4
261,0,5
295,0,5
47,0,5
235,0,5
119,0,6
184,0,6
179,0,6
231,0,6
300,0,7
52,0,7
174,0,7
208,0,7
109,0,8
300,0,8
132,0,8
177,0,8
315,0,9
162,0,9
253,1,9
245,0,9
298,0,10
121,0,10
54,0,10
194,1,10
21,0,11
257,0,11
129,0,11
293,0,11
215,1,12
43,0,12
39,0,12
249,0,12
221,0,13
241,0,13
296,0,13
244,0,13
89,0,14
198,0,14
10,0,14
63,0,14
116,0,15
202,0,15
111,0,15
269,1,15
75,0,16
65,0,16
100,1,16
279,0,16
120,0,17
188,0,17
140,0,17
63,0,17
214,0,18
53,0,18
271,1,18
55,0,18
