node,obs_st,time
238,0,0
38,0,0
8,0,0
54,0,0
190,0,1
245,0,1
107,0,1
11,0,1
174,0,2
49,0,2
66,0,2
41,0,2
325,0,3
191,0,3
153,0,3
27,0,3
118,0,4
115,0,4
5,0,4
319,0,4
144,0,5
248,0,5
298,0,5
258,0,5
323,0,6
280,0,6
57,0,6
253,0,6
174,0,7
96,0,7
239,0,7
192,0,7
277,0,8
4,0,8
171,0,8
140,0,8
104,0,9
290,0,9
264,0,9
206,0,9
66,0,10
242,0,10
68,0,10
293,0,10
147,0,11
229,0,11
63,0,11
8,0,11
309,1,12
306,1,12
96,0,12
199,0,12
117,1,13
203,0,13
276,0,13
61,0,13
81,1,14
90,0,14
108,1,14
241,0,14
59,0,15
126,1,15
266,0,15
125,1,15
23,0,16
207,0,16
102,0,16
252,0,16
250,0,17
249,0,17
48,1,17
80,0,17
265,0,18
178,0,18
291,1,18
276,0,18
