node,obs_st,time
315,0,0
82,0,0
120,0,0
153,0,0
92,0,1
65,0,1
21,0,1
241,0,1
82,0,2
2,0,2
319,0,2
72,0,2
40,1,3
192,0,3
281,0,3
315,1,3
279,0,4
78,0,4
274,0,4
313,1,4
213,0,5
172,0,5
19,0,5
262,0,5
182,0,6
196,0,6
95,0,6
14,0,6
245,0,7
243,0,7
152,0,7
131,0,7
125,0,8
147,0,8
139,0,8
37,0,8
288,0,9
162,0,9
170,0,9
117,0,9
322,1,10
149,1,10
227,0,10
304,1,10
4,0,11
240,1,11
325,1,11
52,0,11
12,0,12
148,0,12
18,1,12
64,1,12
214,0,13
61,0,13
89,0,13
267,1,13
46,1,14
112,0,14
327,1,14
233,0,14
239,0,15
265,1,15
228,1,15
8,1,15
207,1,16
30,0,16
193,1,16
14,1,16
26,0,17
70,1,17
49,1,17
253,1,17
231,0,18
133,1,18
81,1,18
51,1,18
