node,obs_st,time
60,0,0
116,0,0
145,0,0
298,0,0
74,0,1
270,0,1
104,0,1
76,0,1
160,0,2
168,0,2
143,0,2
99,0,2
287,0,3
149,0,3
106,0,3
123,0,3
215,0,4
9,0,4
110,0,4
171,0,4
60,0,5
101,0,5
202,0,5
322,0,5
176,0,6
41,0,6
309,0,6
204,0,6
185,0,7
102,0,7
27,0,7
304,0,7
75,0,8
317,0,8
97,0,8
72,1,8
224,0,9
232,1,9
283,0,9
165,0,9
68,0,10
129,0,10
273,1,10
269,1,10
224,0,11
317,0,11
135,0,11
169,0,11
82,0,12
77,1,12
216,0,12
19,0,12
12,0,13
92,1,13
174,0,13
253,1,13
178,1,14
97,1,14
165,0,14
86,0,14
307,0,15
158,0,15
271,1,15
312,0,15
115,0,16
40,0,16
34,1,16
218,0,16
314,0,17
68,0,17
111,0,17
80,1,17
59,0,18
28,1,18
45,1,18
110,0,18
