node,obs_st,time
10,0,0
73,0,0
191,0,0
319,0,0
282,0,1
217,0,1
133,0,1
281,0,1
94,0,2
272,0,2
35,0,2
245,0,2
258,0,3
299,1,3
23,0,3
131,0,3
300,1,4
324,0,4
255,0,4
18,0,4
241,0,5
5,0,5
256,1,5
88,0,5
49,0,6
304,1,6
32,0,6
154,0,6
108,0,7
64,0,7
250,0,7
48,1,7
5,0,8
169,1,8
307,1,8
210,0,8
294,1,9
322,1,9
130,0,9
6,0,9
222,1,10
253,1,10
11,1,10
152,0,10
96,1,11
9,0,11
233,0,11
30,0,11
61,0,12
327,1,12
57,0,12
204,1,12
51,1,13
29,1,13
112,1,13
107,1,13
252,1,14
21,0,14
290,1,14
166,0,14
285,1,15
227,0,15
132,0,15
135,0,15
45,1,16
85,0,16
160,1,16
147,1,16
82,1,17
274,1,17
64,1,17
248,1,17
271,1,18
223,1,18
265,1,18
242,1,18
