node,obs_st,time
223,0,0
219,0,0
305,0,0
123,0,0
216,0,1
263,0,1
138,0,1
172,0,1
240,0,2
89,0,2
210,0,2
148,0,2
242,0,3
319,0,3
47,0,3
286,0,3
83,0,4
77,0,4
276,0,4
278,0,4
98,0,5
53,0,5
93,0,5
272,0,5
50,0,6
93,0,6
197,0,6
24,0,6
307,0,7
73,0,7
290,0,7
325,0,7
193,0,8
81,0,8
204,0,8
277,0,8
258,0,9
261,0,9
1,0,9
242,0,9
130,0,10
123,0,10
307,0,10
89,0,10
261,0,11
242,0,11
22,0,11
29,0,11
159,0,12
272,0,12
168,0,12
134,0,12
141,0,13
39,0,13
208,0,13
145,0,13
86,0,14
228,0,14
3,0,14
145,0,14
166,0,15
287,0,15
139,0,15
79,0,15
61,0,16
158,0,16
228,0,16
27,0,16
145,0,17
45,0,17
282,0,17
157,0,17
307,1,18
134,0,18
282,0,18
304,1,18
