node,obs_st,time
67,0,0
297,0,0
293,0,0
222,0,0
51,0,1
79,0,1
287,0,1
297,1,1
167,0,2
91,0,2
183,0,2
230,0,2
110,0,3
10,0,3
132,0,3
245,0,3
136,0,4
146,0,4
191,0,4
326,1,4
82,0,5
310,1,5
219,0,5
198,0,5
222,0,6
59,0,6
315,1,6
3,1,6
244,0,7
72,0,7
63,0,7
126,0,7
313,1,8
133,0,8
29,0,8
281,1,8
138,0,9
294,0,9
180,1,9
207,1,9
320,0,10
172,0,10
214,0,10
178,1,10
221,0,11
15,0,11
265,0,11
226,0,11
249,1,12
225,0,12
176,0,12
75,0,12
23,0,13
82,0,13
2,0,13
197,0,13
303,1,14
262,1,14
63,0,14
324,0,14
287,0,15
111,0,15
122,1,15
275,1,15
204,1,16
227,0,16
292,1,16
57,0,16
87,1,17
13,0,17
279,0,17
63,0,17
22,1,18
327,1,18
169,0,18
119,0,18
