node,obs_st,time
290,0,0
278,0,0
78,0,0
327,0,0
14,0,1
256,0,1
114,0,1
326,0,1
145,0,2
37,0,2
148,0,2
96,0,2
74,0,3
148,0,3
273,0,3
310,0,3
157,0,4
48,0,4
4,0,4
293,0,4
175,0,5
203,0,5
71,0,5
101,0,5
208,0,6
267,0,6
131,0,6
261,0,6
118,0,7
255,0,7
32,1,7
214,0,7
71,0,8
293,0,8
145,0,8
164,0,8
78,1,9
209,0,9
240,0,9
74,0,9
99,0,10
194,0,10
144,0,10
181,0,10
36,0,11
286,0,11
1,0,11
319,0,11
3,1,12
218,0,12
10,0,12
217,0,12
324,0,13
0,0,13
169,0,13
111,0,13
61,0,14
248,0,14
130,0,14
208,0,14
12,0,15
285,1,15
6,0,15
124,0,15
323,0,16
126,0,16
11,1,16
63,0,16
65,0,17
323,0,17
145,0,17
164,0,17
308,0,18
208,0,18
255,0,18
326,0,18
