node,obs_st,time
227,0,0
49,0,0
170,0,0
45,0,0
106,0,1
131,0,1
3,0,1
64,0,1
196,0,2
297,1,2
258,0,2
2,0,2
77,0,3
180,0,3
122,0,3
14,0,3
30,0,4
192,0,4
64,0,4
67,0,4
200,0,5
154,0,5
92,0,5
151,0,5
240,0,6
57,0,6
307,1,6
170,0,6
33,0,7
158,1,7
254,1,7
293,1,7
220,0,8
309,1,8
90,0,8
83,0,8
141,0,9
239,1,9
296,1,9
26,0,9
248,1,10
143,0,10
68,0,10
89,0,10
160,1,11
184,1,11
237,1,11
131,0,11
77,0,12
4,0,12
295,1,12
216,0,12
326,1,13
24,0,13
50,1,13
79,0,13
327,1,14
37,1,14
280,1,14
40,1,14
276,1,15
261,0,15
312,1,15
233,1,15
113,0,16
300,1,16
304,1,16
16,1,16
12,0,17
63,0,17
105,1,17
156,0,17
113,0,18
98,1,18
89,1,18
2,0,18
