node,obs_st,time
93,0,0
154,0,0
123,0,0
295,0,0
207,0,1
257,0,1
139,0,1
266,0,1
178,0,2
31,0,2
163,0,2
232,0,2
83,0,3
286,0,3
222,0,3
148,0,3
160,0,4
220,0,4
27,0,4
69,0,4
205,0,5
306,0,5
188,0,5
299,0,5
219,0,6
87,0,6
199,0,6
66,0,6
258,0,7
191,1,7
37,0,7
280,0,7
169,0,8
83,0,8
164,0,8
326,0,8
39,0,9
103,0,9
169,0,9
12,0,9
134,0,10
25,0,10
252,1,10
317,0,10
50,0,11
213,0,11
105,0,11
158,0,11
83,0,12
291,0,12
288,0,12
265,0,12
220,0,13
245,0,13
136,0,13
221,0,13
233,1,14
305,0,14
298,0,14
316,0,14
139,0,15
201,1,15
5,1,15
69,1,15
91,0,16
278,0,16
304,0,16
141,0,16
52,0,17
231,0,17
4,0,17
150,1,17
139,0,18
7,0,18
187,0,18
308,0,18
