node,obs_st,time
58,0,0
199,0,0
136,0,0
203,0,0
95,0,1
199,0,1
156,0,1
207,0,1
216,0,2
150,0,2
190,0,2
259,0,2
197,0,3
107,0,3
94,0,3
202,0,3
229,0,4
141,0,4
278,0,4
4,0,4
124,0,5
252,0,5
67,0,5
65,1,5
176,1,6
119,0,6
154,0,6
42,0,6
60,1,7
142,1,7
281,1,7
247,1,7
299,1,8
274,0,8
101,0,8
97,1,8
192,1,9
28,0,9
71,1,9
89,0,9
66,1,10
30,0,10
300,1,10
289,1,10
186,1,11
308,1,11
313,1,11
22,1,11
126,1,12
282,1,12
25,1,12
33,0,12
169,1,13
12,1,13
153,1,13
259,0,13
291,1,14
321,1,14
224,0,14
236,1,14
143,1,15
213,0,15
215,1,15
322,1,15
240,1,16
1,0,16
296,1,16
174,0,16
238,1,17
79,0,17
269,1,17
33,0,17
81,1,18
136,1,18
78,1,18
14,1,18
