node,obs_st,time
156,0,0
97,0,0
239,0,0
293,0,0
35,0,1
45,0,1
11,0,1
88,0,1
207,0,2
20,0,2
44,0,2
211,0,2
209,0,3
39,0,3
205,0,3
215,0,3
257,0,4
221,0,4
162,0,4
124,0,4
48,0,5
212,0,5
289,0,5
56,0,5
180,0,6
229,0,6
108,0,6
323,0,6
85,0,7
4,0,7
54,0,7
150,0,7
200,0,8
149,0,8
81,0,8
251,0,8
268,0,9
3,0,9
185,0,9
116,0,9
305,0,10
15,0,10
193,0,10
13,0,10
280,0,11
243,0,11
216,0,11
128,0,11
156,0,12
281,1,12
87,0,12
85,0,12
80,0,13
296,0,13
30,0,13
207,0,13
147,0,14
325,0,14
166,0,14
283,0,14
127,0,15
124,0,15
285,0,15
310,0,15
150,0,16
228,0,16
34,0,16
39,0,16
20,0,17
252,0,17
299,0,17
9,0,17
31,0,18
10,0,18
275,1,18
117,0,18
